Event.Date,Location,Country,Aircraft.Category,Make,Model,Injury.Severity,Aircraft.damage,Number.of.Engines,Engine.Type,Total.Fatal.Injuries,Total.Serious.Injuries,Total.Minor.Injuries,severe_injuries,total_injuries,estimated_passengers,fatal_injury_rate,serious_injury_rate
2007-08-12,"COOKSVILLE, IL",United States,Airplane,Air Tractor,AT-502B,Non-Fatal,Substantial,1.0,Turbo Prop,,,,,,,,
2007-08-12,"HICKSVILLE, OH",United States,Airplane,Mooney,M20-C,Non-Fatal,Substantial,1.0,Reciprocating,,,,,,,,
2007-08-12,"MONTGOMERY, NY",United States,Airplane,Falcon Safety Craft Inc,Falcon XP,Non-Fatal,Substantial,1.0,Reciprocating,0.0,1.0,0.0,1.0,1.0,2.0,0.0,0.5
2007-08-12,"Salt Lake City, UT",United States,Airplane,Learjet,,Incident,Unknown,2.0,Turbo Fan,,,,,,,,
2007-08-13,"TUCSON, AZ",United States,Helicopter,Robinson,R-22 Beta II,Non-Fatal,Substantial,1.0,Reciprocating,,,,,,,,
2007-08-13,"MONTROSE, PA",United States,Airplane,Cessna,182,Non-Fatal,Substantial,1.0,Reciprocating,,,,,,,,
2007-08-13,"FORT COLLINS, CO",United States,Airplane,Cessna,172R,Non-Fatal,Substantial,1.0,Reciprocating,,,,,,,,
2007-08-14,"SEATTLE, WA",United States,Airplane,Cessna,172B,Non-Fatal,Substantial,1.0,Reciprocating,,,,,,,,
2007-08-14,"PAGE, AZ",United States,Airplane,Cessna,182H,Non-Fatal,Substantial,1.0,Reciprocating,,,,,,,,
2007-08-14,"MOAB, UT",United States,Airplane,Aviat,Husky A-1B,Non-Fatal,Substantial,1.0,Reciprocating,,,,,,,,
2007-08-14,"NANTUCKET, MA",United States,Airplane,Waco Classic Aircraft Corp,YMF-5,Non-Fatal,Substantial,1.0,Reciprocating,,,,,,,,
2007-08-15,"OLYMPIA, WA",United States,Airplane,Cessna,140,Non-Fatal,Substantial,1.0,Reciprocating,,,,,,,,
2007-08-15,"COEUR D'ALENE, ID",United States,Airplane,Cessna,R182,Non-Fatal,Substantial,1.0,Reciprocating,,,,,,,,
2007-08-15,"TUNICA, MS",United States,Airplane,Piper,PA-28-180,Non-Fatal,Substantial,1.0,Reciprocating,,,,,,,,
2007-08-15,"FRONT ROYAL, VA",United States,Airplane,Piper,PA28-140,Non-Fatal,Substantial,1.0,Reciprocating,,,,,,,,
2007-08-15,"Alton, IL",United States,Airplane,Piper,PA-32R-301T,Incident,Minor,1.0,Reciprocating,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2007-08-16,"KEYSTONE HEIGHT, FL",United States,Airplane,Cessna,150L,Non-Fatal,Substantial,1.0,Reciprocating,,,,,,,,
2007-08-16,"HEBER, UT",United States,Airplane,Beech,D55,Non-Fatal,Substantial,2.0,Reciprocating,,,,,,,,
2007-08-16,"ATOKA, OK",United States,Airplane,Interplane,Skyboy,Non-Fatal,Substantial,1.0,Reciprocating,,,,,,,,
2007-08-16,"Ketchikan, AK",United States,Airplane,De Havilland,DHC-2,Fatal(5),Destroyed,1.0,Reciprocating,5.0,4.0,,9.0,,,,
2007-08-17,"GRAND RAPIDS, MI",United States,Airplane,Mooney,M20M,Non-Fatal,Substantial,1.0,Reciprocating,,,,,,,,
2007-08-17,"GRANT, NE",United States,Airplane,Cessna,140,Non-Fatal,Substantial,1.0,Reciprocating,,,,,,,,
2007-08-17,"BETTLES, AK",United States,Airplane,Maule,M7,Non-Fatal,Substantial,1.0,Reciprocating,,,,,,,,
2007-08-18,"WINSTON-SALEM, NC",United States,Airplane,Cessna,172L,Non-Fatal,Substantial,1.0,Reciprocating,,,,,,,,
2007-08-18,"ILIAMNA, AK",United States,Airplane,Cessna,U206G,Non-Fatal,Substantial,1.0,Reciprocating,,,,,,,,
2007-08-19,"SPRINGFIELD, TN",United States,Airplane,Christen Industries,PITTS S-2B,Non-Fatal,Substantial,1.0,Reciprocating,,,,,,,,
2007-08-19,"LEAVENWORTH, WA",United States,Airplane,Cessna,172,Non-Fatal,Substantial,1.0,Reciprocating,,,2.0,,,,,
2007-08-19,"LAKE CITY, CO",United States,Airplane,Cessna,A185F,Non-Fatal,Substantial,1.0,Reciprocating,,,,,,,,
2007-08-19,"WELLINGTON, FL",United States,Airplane,Niva,Thorp T-18,Fatal(2),Substantial,1.0,Reciprocating,2.0,0.0,0.0,2.0,2.0,3.0,0.6666666666666666,0.0
2007-08-19,"Ormond Beach, FL",United States,Airplane,Liberty Aerospace Inc.,XL2,Non-Fatal,Destroyed,1.0,Reciprocating,,1.0,,,,,,
2007-08-20,"SLATON, TX",United States,Helicopter,Eurocopter Deutschland,BK117,Non-Fatal,Substantial,2.0,Turbo Shaft,,,,,,,,
2007-08-20,"PARKER, CO",United States,Airplane,Eaa Biplane,P,Non-Fatal,Substantial,1.0,Reciprocating,,,1.0,,,,,
2007-08-20,"STOCKBRIDGE, GA",United States,Airplane,Vans Aircraft,Vans RV-6,Non-Fatal,Substantial,1.0,Reciprocating,,,,,,,,
2007-08-20,"CHARLOTTE, NC",United States,Airplane,Cessna,172K,Non-Fatal,Substantial,1.0,Reciprocating,,,2.0,,,,,
2007-08-21,"PLATO CENTER, IL",United States,Airplane,"Weaver, David A",Pulsar 912XP,Non-Fatal,Substantial,1.0,Reciprocating,,,1.0,,,,,
2007-08-22,"NICEVILLE, FL",United States,Airplane,Beech,C24R,Non-Fatal,Substantial,1.0,Reciprocating,0.0,2.0,2.0,2.0,4.0,5.0,0.0,0.4
2007-08-22,"Hobby Airport, TX",United States,Airplane,Mitsubishi,MU-2B-36,Non-Fatal,Unknown,2.0,Turbo Prop,,1.0,,,,,,
2007-08-23,"VANDEMERE, NC",United States,Airplane,Air Tractor,AT-301,Non-Fatal,Substantial,1.0,Reciprocating,,,,,,,,
2007-08-23,"WESTHAMPTON, NY",United States,Airplane,Learjet Inc,60,Non-Fatal,Substantial,2.0,Turbo Fan,,,,,,,,
2007-08-23,"LABELLE, FL",United States,Airplane,Cessna,152,Non-Fatal,Substantial,1.0,Reciprocating,,,1.0,,,,,
2007-08-24,"WHETSTONE, AZ",United States,Airplane,Raytheon Co,COBRA,Incident,Substantial,1.0,Reciprocating,,,,,,,,
2007-08-24,"CHEBOYGAN, MI",United States,Airplane,Socata,TB-20 Trinidad,Fatal(2),Substantial,1.0,Reciprocating,2.0,0.0,0.0,2.0,2.0,3.0,0.6666666666666666,0.0
2007-08-24,"Pueblo, CO",United States,Airplane,Nunn,KR2,Incident,Minor,1.0,Reciprocating,,,,,,,,
2007-08-25,"SODA SPRINGS, ID",United States,Airplane,Piper,PA-25-235,Non-Fatal,Substantial,1.0,Reciprocating,,,,,,,,
2007-08-25,"COTTAGE GROVE, OR",United States,Airplane,Cessna,210L,Non-Fatal,Substantial,1.0,Reciprocating,,,,,,,,
2007-08-25,"MANASSAS, VA",United States,Airplane,Cessna,C172N,Non-Fatal,Substantial,1.0,Reciprocating,,,,,,,,
2007-08-25,"CAMBRIDGE, MD",United States,Airplane,Mcnicholas,S-12,Non-Fatal,Substantial,1.0,Reciprocating,,1.0,,,,,,
2007-08-25,"Westhampton, NY",United States,Airplane,Piper,PA-32-260,Fatal(1),Destroyed,1.0,Reciprocating,1.0,0.0,0.0,1.0,1.0,2.0,0.5,0.0
2007-08-25,"Skwentna, AK",United States,Airplane,Cessna,180,Non-Fatal,Destroyed,1.0,Reciprocating,,,,,,,,
2007-08-26,"BLAINE, WA",United States,Airplane,Curtiss-wright,Travel Air 4000,Non-Fatal,Substantial,1.0,Reciprocating,,,,,,,,
2007-08-26,"JULIAN, WV",United States,Airplane,Cessna,172,Non-Fatal,Substantial,1.0,Reciprocating,,,1.0,,,,,
2007-08-26,"GUTHRIE, OK",United States,Airplane,Nicely,Kitfox Model 5,Non-Fatal,Substantial,1.0,Reciprocating,,,1.0,,,,,
2007-08-26,"HAGERSTOWN, IN",United States,Airplane,Piper,PA-28-180,Non-Fatal,Substantial,1.0,Reciprocating,,,,,,,,
2007-08-26,"CENTER HILL, FL",United States,Airplane,Cessna,P206,Fatal(1),Substantial,1.0,Reciprocating,1.0,0.0,0.0,1.0,1.0,2.0,0.5,0.0
2007-08-27,"REDDING, CA",United States,Airplane,Cessna,182R,Non-Fatal,Substantial,1.0,Reciprocating,,,,,,,,
2007-08-27,"POMPANO BEACH, FL",United States,Airplane,Beech,BE-76,Non-Fatal,Substantial,2.0,Reciprocating,,,,,,,,
2007-08-28,"ST. CLAIR RGNL., MO",United States,Helicopter,Robinson,R-22 Beta,Non-Fatal,Substantial,1.0,Reciprocating,,,,,,,,
2007-08-28,"WEST PALM BEACH, FL",United States,Helicopter,Bell,206B,Non-Fatal,Substantial,1.0,Turbo Shaft,,,,,,,,
2007-08-29,"SALOME, AZ",United States,Airplane,Air Tractor,AT-502B,Non-Fatal,Substantial,1.0,Turbo Prop,,,,,,,,
2007-08-29,"BAKERSFIELD, CA",United States,Airplane,Cessna,172S,Non-Fatal,Substantial,1.0,Reciprocating,,,,,,,,
2007-08-30,"DUNSMUIR, CA",United States,Airplane,Cessna,182Q,Non-Fatal,Substantial,1.0,Reciprocating,,,,,,,,
2007-08-30,"SEVIERVILLE, TN",United States,Airplane,Piper,PA-28-181,Non-Fatal,Substantial,1.0,Reciprocating,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2007-08-30,"ATLANTIC, IA",United States,Airplane,Navion,NAVION H,Non-Fatal,Substantial,1.0,Reciprocating,,,,,,,,
2007-08-30,"PAWTUCKET, RI",United States,Airplane,Cessna,C172R,Non-Fatal,Substantial,1.0,Reciprocating,,,,,,,,
2007-08-31,"REEDLEY, CA",United States,Airplane,Luscombe,8A,Non-Fatal,Substantial,1.0,Reciprocating,,,,,,,,
2007-08-31,"RAWLINS, WY",United States,Airplane,Piper,PA-18-150,Non-Fatal,Substantial,1.0,Reciprocating,,,,,,,,
2007-08-31,"FORT WAYNE, IN",United States,Airplane,Mooney,M20K,Non-Fatal,Substantial,1.0,Reciprocating,,,,,,,,
2007-08-31,"MIDDLETOWN, OH",United States,Airplane,Ercoupe (eng & Research Corp.),Ercoupe 415C,Non-Fatal,Substantial,1.0,Reciprocating,,,,,,,,
2007-08-31,"EAU CLAIRE, WI",United States,Airplane,Cessna,182P,Non-Fatal,Substantial,1.0,Reciprocating,,,,,,,,
2007-09-01,"NEWRY, PA",United States,Airplane,Ebersole,Hummel Ultra Cruiser,Fatal(1),Substantial,1.0,Reciprocating,1.0,,,,,,,
2007-09-01,"OKEECHOBEE, FL",United States,Airplane,Anthony J. Bencivenga,Aventura II,Non-Fatal,Substantial,1.0,Reciprocating,,,,,,,,
2007-09-01,"SAN JOSE, CA",United States,Airplane,Cessna,T210N,Non-Fatal,Substantial,1.0,Reciprocating,,,2.0,,,,,
2007-09-01,"EDMOND, OK",United States,Airplane,Boeing,1942,Non-Fatal,Substantial,1.0,Reciprocating,,,,,,,,
2007-09-01,"KERRVILLE, TX",United States,Airplane,Kitfox,Series 5,Non-Fatal,Substantial,1.0,Reciprocating,,,,,,,,
2007-09-01,"Elizabethton, TN",United States,Airplane,Beech,A36,Fatal(5),Destroyed,1.0,Reciprocating,5.0,0.0,0.0,5.0,5.0,6.0,0.8333333333333334,0.0
2007-09-01,"Goldendale, WA",United States,Airplane,Ayres,SR2,Non-Fatal,Minor,1.0,Reciprocating,,1.0,,,,,,
2007-09-02,"DAYTONA BEACH, FL",United States,Airplane,Piper,PA-28-181,Non-Fatal,Substantial,1.0,Reciprocating,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2007-09-02,"WHITE PLAINS, NY",United States,Airplane,Trinidad,TB-20,Non-Fatal,Substantial,1.0,Reciprocating,,,1.0,,,,,
2007-09-02,"CENTRAL CITY, NE",United States,Airplane,Maule,M5-210C,Non-Fatal,Substantial,1.0,Reciprocating,,,,,,,,
2007-09-02,"Hazleton, PA",United States,Airplane,Cessna,150J,Fatal(1),Destroyed,1.0,Reciprocating,1.0,0.0,0.0,1.0,1.0,2.0,0.5,0.0
2007-09-03,"WILMINGTON, DE",United States,Airplane,Piper,PA-34-200T,Non-Fatal,Substantial,2.0,Reciprocating,,,,,,,,
2007-09-03,"LINCOLN PARK, NJ",United States,Airplane,Aeronca,O-58B,Non-Fatal,Substantial,1.0,Reciprocating,,,1.0,,,,,
2007-09-03,"RAMONA, CA",United States,Helicopter,Hughes,269C,Non-Fatal,Substantial,1.0,Reciprocating,,,1.0,,,,,
2007-09-03,"FALL CITY, WA",United States,Airplane,Cessna,182P,Non-Fatal,Substantial,1.0,Reciprocating,,,,,,,,
2007-09-03,"SHELTON, WA",United States,Airplane,Aeronca,S15AC,Non-Fatal,Substantial,1.0,Reciprocating,,,,,,,,
2007-09-03,"LAKE-IN-HILLS, IL",United States,Airplane,Yakovlev,Yak 52,Fatal(2),Substantial,1.0,Reciprocating,2.0,0.0,0.0,2.0,2.0,3.0,0.6666666666666666,0.0
2007-09-03,"Mammoth Lakes, CA",United States,Airplane,Bellanca,8KCAB-180,Fatal(1),Destroyed,1.0,Reciprocating,1.0,,,,,,,
2007-09-03,"Reno, NV",United States,Airplane,American Air Racing,Thunder Mustang,Non-Fatal,Destroyed,1.0,Reciprocating,,,,,,,,
2007-09-04,"WILLIAM-SODUS, NY",United States,Airplane,Piper,PA28-161,Non-Fatal,Substantial,1.0,Reciprocating,,,,,,,,
2007-09-05,"LAKELAND, FL",United States,Helicopter,Bell,206B3,Non-Fatal,Substantial,1.0,Turbo Shaft,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2007-09-05,"CROSS CITY, FL",United States,Airplane,Cessna,208B,Non-Fatal,Substantial,1.0,Turbo Prop,,,,,,,,
2007-09-05,"EDGEWOOD, NM",United States,Airplane,Jones,Challenger II,Non-Fatal,Substantial,1.0,Reciprocating,,,1.0,,,,,
2007-09-05,"PONTIAC, MI",United States,Airplane,Cessna,172M,Non-Fatal,Substantial,1.0,Reciprocating,,,,,,,,
2007-09-06,"BERNARDSVILLE, NJ",United States,Airplane,Piper,PA-23-250,Non-Fatal,Substantial,2.0,Reciprocating,,,,,,,,
2007-09-06,"COWEN, WV",United States,Airplane,Furey,Kitfox IV,Non-Fatal,Substantial,1.0,Reciprocating,,,1.0,,,,,
2007-09-06,"UMIAT, AK",United States,Airplane,Piper/cub Crafters,PA-18,Non-Fatal,Substantial,1.0,Reciprocating,,,,,,,,
2007-09-06,"Syria, VA",United States,Airplane,Piper,PA-28-140,Fatal(3),Destroyed,1.0,Reciprocating,3.0,0.0,0.0,3.0,3.0,4.0,0.75,0.0
2007-09-07,"N MYRTLE BEACH, SC",United States,Airplane,Piper,PA-28-181,Non-Fatal,Substantial,1.0,Reciprocating,,,,,,,,
2007-09-07,"MOORESVILLE, NC",United States,Airplane,Cessna,172,Non-Fatal,Substantial,1.0,Reciprocating,,,,,,,,
2007-09-07,"BRISTOL, WI",United States,Airplane,"Ekornaas, Fred",SkyRanger II Kit,Non-Fatal,Substantial,1.0,Reciprocating,,1.0,,,,,,
2007-09-08,"GAINESVILLE, GA",United States,Airplane,Beech,BE-55,Non-Fatal,Substantial,2.0,Reciprocating,,,,,,,,
2007-09-08,"GREENVILLE, SC",United States,Helicopter,Eurocopter,AS-350B2,Non-Fatal,Substantial,1.0,Turbo Shaft,,,,,,,,
2007-09-08,"CARRABELLE, FL",United States,Airplane,Cessna,172N,Non-Fatal,Substantial,1.0,Reciprocating,,,5.0,,,,,
2007-09-08,"PORT TOWNSEND, WA",United States,Airplane,Stinson,108-2,Non-Fatal,Substantial,1.0,Reciprocating,,,1.0,,,,,
2007-09-08,"LUBBOCK, TX",United States,Airplane,Cessna,140,Non-Fatal,Substantial,1.0,Reciprocating,,,,,,,,
2007-09-08,"Kerrville, TX",United States,Airplane,Mooney,M20TN,Incident,Minor,1.0,Reciprocating,,,,,,,,
2007-09-09,"COLUMBIA, SC",United States,Airplane,Cessna,177,Non-Fatal,Substantial,1.0,Reciprocating,,,3.0,,,,,
2007-09-09,"SANTA PAULA, CA",United States,Airplane,Piper,PA-28-140,Non-Fatal,Substantial,1.0,Reciprocating,,,,,,,,
2007-09-09,"Johannesburg, South Africa",South Africa,Helicopter,Robinson,R44,Fatal(2),Destroyed,1.0,Unknown,2.0,,,,,,,
2007-09-10,"MCGRATH, AK",United States,Airplane,Cessna,185,Non-Fatal,Substantial,1.0,Reciprocating,,,,,,,,
2007-09-11,"PLACERVILLE, CA",United States,Airplane,Mooney,M20D,Non-Fatal,Substantial,1.0,Reciprocating,,,,,,,,
2007-09-11,"ROSAMOND, CA",United States,Helicopter,Bell,206-B2,Non-Fatal,Substantial,1.0,Turbo Shaft,,,1.0,,,,,
2007-09-11,"ALABASTER, AL",United States,Airplane,Lancair,IV-P,Non-Fatal,Substantial,1.0,Reciprocating,,,1.0,,,,,
2007-09-11,"NOKOMIS, FL",United States,Helicopter,Bell,206B,Fatal(2),Substantial,1.0,Turbo Shaft,2.0,1.0,,3.0,,,,
2007-09-11,"JOSHUA TREE, CA",United States,Airplane,Grumman American,AA-5,Fatal(1),Substantial,1.0,Reciprocating,1.0,0.0,0.0,1.0,1.0,2.0,0.5,0.0
2007-09-11,"STOCKTON, MO",United States,Airplane,Cessna,172 Skyhawk,Non-Fatal,Substantial,1.0,Reciprocating,,,1.0,,,,,
2007-09-11,"Stanwood, WA",United States,Helicopter,Rogerson Hiller Corp.,RH-1100,Non-Fatal,Destroyed,1.0,Turbo Shaft,,,1.0,,,,,
2007-09-12,"LONG BEACH, CA",United States,Helicopter,Robinson,R-22B,Non-Fatal,Substantial,1.0,Reciprocating,,,,,,,,
2007-09-12,"ALLENTOWN, PA",United States,Airplane,Mooney,M20C,Non-Fatal,Substantial,1.0,Reciprocating,,,,,,,,
2007-09-12,"HELENA, MT",United States,Airplane,Cessna,172L,Non-Fatal,Substantial,1.0,Reciprocating,,,,,,,,
2007-09-12,"FORT STOCKTON, TX",United States,Helicopter,Robinson Helicopter,R22 BETA,Non-Fatal,Substantial,1.0,Reciprocating,0.0,1.0,1.0,1.0,2.0,3.0,0.0,0.3333333333333333
2007-09-12,"KEENE, ND",United States,Airplane,Maule,M-4-220C,Non-Fatal,Substantial,1.0,Reciprocating,,,1.0,,,,,
2007-09-12,"GORDON, NE",United States,Airplane,Boeing Stearman,E75,Non-Fatal,Substantial,1.0,Reciprocating,,,,,,,,
2007-09-12,"HARVEST, AL",United States,Airplane,"Rans, Inc.",RV-9A,Non-Fatal,Substantial,1.0,Reciprocating,,,,,,,,
2007-09-13,"GRANGEVILLE, ID",United States,Airplane,Aviat,A-1B,Non-Fatal,Substantial,1.0,Reciprocating,,,,,,,,
2007-09-13,"STOW, MA",United States,Airplane,Piper,J3L-65,Non-Fatal,Substantial,1.0,Reciprocating,,,,,,,,
2007-09-13,"TAMPA, FL",United States,Airplane,Piper,PA-28R-200,Non-Fatal,Substantial,1.0,Reciprocating,,,1.0,,,,,
2007-09-13,"SALEM, OH",United States,Airplane,Hasch,Vans RV6,Non-Fatal,Substantial,1.0,Reciprocating,,,,,,,,
2007-09-13,"Whitfield, AL",United States,Airplane,Piper,PA-32R-301,Fatal(1),Destroyed,1.0,Reciprocating,1.0,,,,,,,
2007-09-13,"Minneapolis, MN",United States,Helicopter,Schweizer,300 CBI,Non-Fatal,Destroyed,1.0,Reciprocating,,,,,,,,
2007-09-14,"ATLANTA, GA",United States,Airplane,Israel Aircraft Industries,Astra SPX,Non-Fatal,Substantial,2.0,Turbo Fan,,,1.0,,,,,
2007-09-14,"LAVA HOT SPRING, ID",United States,Airplane,Skykits,Savannah ADV,Non-Fatal,Substantial,1.0,Reciprocating,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2007-09-14,"FORT BRAGG, CA",United States,Airplane,Cessna,U206G,Non-Fatal,Substantial,1.0,Reciprocating,,,1.0,,,,,
2007-09-14,"OAKLAND, CA",United States,Helicopter,Robinson,R22 Beta II,Non-Fatal,Substantial,1.0,Reciprocating,,,,,,,,
2007-09-15,"BLOOMINGDALE, GA",United States,Airplane,Beech,C-90,Non-Fatal,Substantial,2.0,Turbo Prop,,,,,,,,
2007-09-15,"DALLAS, GA",United States,Airplane,Bellanca,17-30A,Fatal(1),Substantial,1.0,Reciprocating,1.0,,,,,,,
2007-09-15,"Utopia, TX",United States,Airplane,Monocoupe,110SP,Fatal(1),Destroyed,1.0,Reciprocating,1.0,,,,,,,
2007-09-16,"MOULTONBORO, NH",United States,Airplane,Grenier,Kitfox IV,Non-Fatal,Substantial,1.0,Reciprocating,,,,,,,,
2007-09-16,"COMPTON, CA",United States,Airplane,Cessna,177RG,Non-Fatal,Substantial,1.0,Reciprocating,,,,,,,,
2007-09-16,"TAYLOR, TX",United States,Airplane,Piper,PA-24-180,Non-Fatal,Substantial,1.0,Reciprocating,,,,,,,,
2007-09-16,"VERNON, TX",United States,Airplane,Vans,RV-7A,Non-Fatal,Substantial,1.0,Reciprocating,,,1.0,,,,,
2007-09-16,"KENT, OH",United States,Airplane,Aeronca,7AC,Non-Fatal,Substantial,1.0,Reciprocating,,,,,,,,
2007-09-17,"SCAPPOOSE, OR",United States,Airplane,Root,Sherpa,Non-Fatal,Substantial,1.0,Reciprocating,0.0,1.0,1.0,1.0,2.0,3.0,0.0,0.3333333333333333
2007-09-18,"FLAGSTAFF, AZ",United States,Airplane,Piper,PA 28-140,Non-Fatal,Substantial,1.0,Reciprocating,,,1.0,,,,,
2007-09-18,"BRIDGEPORT, CT",United States,Airplane,Piper,PA-28-180,Non-Fatal,Substantial,1.0,Reciprocating,,,,,,,,
2007-09-18,"COOPER LANDING, AK",United States,Airplane,Piper,PA-22-150,Non-Fatal,Substantial,1.0,Reciprocating,,,,,,,,
2007-09-19,"HIRAM, GA",United States,Airplane,Ortiz G/saint J,RV-10,Non-Fatal,Substantial,1.0,Unknown,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2007-09-20,"LA GRANDE, OR",United States,Airplane,Jeffrey Wilson,Escapade,Non-Fatal,Substantial,1.0,Reciprocating,,,,,,,,
2007-09-20,"SCHELLVILLE, CA",United States,Airplane,Cessna,340A,Non-Fatal,Substantial,2.0,Reciprocating,,,,,,,,
2007-09-20,"YULEE, FL",United States,Airplane,Cessna,190,Non-Fatal,Substantial,1.0,Reciprocating,,,,,,,,
2007-09-20,"GLENWOOD SPRING, CO",United States,Airplane,Cessna,182Q,Non-Fatal,Substantial,1.0,Reciprocating,,,1.0,,,,,
2007-09-20,"SANTA ROSA, NM",United States,Airplane,Cessna,182P,Non-Fatal,Substantial,1.0,Reciprocating,,,,,,,,
2007-09-21,"BEND, OR",United States,Helicopter,Robinson,R-22 Beta,Non-Fatal,Substantial,1.0,Reciprocating,,,2.0,,,,,
2007-09-21,"NEW SMYRNA BCH, FL",United States,Airplane,Temco,GC-1B,Fatal(1),Substantial,1.0,Reciprocating,1.0,0.0,0.0,1.0,1.0,2.0,0.5,0.0
2007-09-21,"MERIDEN, CT",United States,Airplane,Cessna,172,Non-Fatal,Substantial,1.0,Reciprocating,,,,,,,,
2007-09-21,"CHENEGA BAY, AK",United States,Airplane,Piper,PA-32,Non-Fatal,Substantial,1.0,Reciprocating,,,,,,,,
2007-09-21,"Ft. Lauderdale, FL",United States,Airplane,Beech,H-18,Non-Fatal,Destroyed,2.0,Reciprocating,,1.0,,,,,,
2007-09-21,"Clayton, NC",United States,Airplane,North American,Navion,Fatal(1),Destroyed,1.0,Reciprocating,1.0,0.0,0.0,1.0,1.0,2.0,0.5,0.0
2007-09-22,"NASHVILLE, TN",United States,Helicopter,Robinson,R44 II,Non-Fatal,Substantial,1.0,Reciprocating,,,,,,,,
2007-09-22,"WORTHINGTON, KY",United States,Airplane,Grumman,AA-5A,Fatal(1),Substantial,1.0,Reciprocating,1.0,0.0,0.0,1.0,1.0,2.0,0.5,0.0
2007-09-22,"CARROLLTON, OH",United States,Airplane,Beech,C23,Non-Fatal,Substantial,1.0,Reciprocating,,,2.0,,,,,
2007-09-22,"BLOOMINGTON, IL",United States,Airplane,North American,SNJ-5,Non-Fatal,Substantial,1.0,Reciprocating,,,,,,,,
2007-09-22,"WHITTIER, AK",United States,Airplane,Cessna,180,Fatal(1),Substantial,1.0,Reciprocating,1.0,1.0,0.0,2.0,2.0,3.0,0.3333333333333333,0.3333333333333333
2007-09-22,"TYONEK, AK",United States,Airplane,Piper,J3,Non-Fatal,Substantial,1.0,Reciprocating,,,,,,,,
2007-09-23,"WOODLAND, WA",United States,Airplane,Cessna,150L,Non-Fatal,Substantial,1.0,Reciprocating,,,,,,,,
2007-09-25,"LEXINGTON, OR",United States,Airplane,Cessna,A185F,Non-Fatal,Substantial,1.0,Reciprocating,,,,,,,,
2007-09-25,"CHANDLER, AZ",United States,Airplane,Piper,PA-28-140,Non-Fatal,Substantial,1.0,Reciprocating,,,,,,,,
2007-09-25,"CHINO, CA",United States,Airplane,Langley,Tri-Quickie,Non-Fatal,Substantial,1.0,Reciprocating,,,2.0,,,,,
2007-09-25,"ATLANTIC, PA",United States,Airplane,Taylorcraft,BC12-D,Non-Fatal,Substantial,1.0,Reciprocating,,,2.0,,,,,
2007-09-26,"ROCKLEDGE, FL",United States,Airplane,Fly By Sea Co,COMP AIR 1,Non-Fatal,Substantial,1.0,Turbo Prop,,,,,,,,
2007-09-26,"DETROIT LAKES, MN",United States,Airplane,Piper,PA-12,Non-Fatal,Substantial,1.0,Reciprocating,,,,,,,,
2007-09-28,"MCKINNEY, TX",United States,Airplane,Cessna,172,Non-Fatal,Substantial,1.0,Reciprocating,,,,,,,,
2007-09-28,"PAMPA, TX",United States,Airplane,Piper,PA-31-350,Non-Fatal,Substantial,2.0,Reciprocating,,,,,,,,
2007-09-28,"ST. LOUIS, MO",United States,Airplane,Mcdonnell Douglas,DC-9-82 (MD-82),Non-Fatal,Substantial,2.0,Turbo Fan,,,,,,,,
2007-09-29,"PENSACOLA, FL",United States,Airplane,Everson,Sidewinder,Non-Fatal,Substantial,1.0,Reciprocating,,1.0,,,,,,
2007-09-29,"RAMONA, CA",United States,Airplane,Luscombe,8E,Non-Fatal,Substantial,1.0,Reciprocating,,,,,,,,
2007-09-29,"TURLOCK, CA",United States,Airplane,Piper,J5A,Non-Fatal,Substantial,1.0,Reciprocating,,,1.0,,,,,
2007-09-29,"NAVASOTA, TX",United States,Airplane,Piper,PA-24-250,Non-Fatal,Substantial,1.0,Reciprocating,,,,,,,,
2007-09-29,"BELLEVILLE, IL",United States,Airplane,Cessna,172P,Non-Fatal,Substantial,1.0,Reciprocating,,,,,,,,
2007-09-29,"WARRENTON, MO",United States,Airplane,Grumman American,AA-5 Traveler,Non-Fatal,Substantial,1.0,Reciprocating,,,3.0,,,,,
2007-09-29,"HEATH, OH",United States,Airplane,Cessna,172 SP,Non-Fatal,Substantial,1.0,Reciprocating,,,,,,,,
2007-09-30,"FRANKLIN, VA",United States,Airplane,Beech,F33A,Non-Fatal,Substantial,1.0,Reciprocating,0.0,0.0,2.0,0.0,2.0,3.0,0.0,0.0
2007-09-30,"INDIANA, PA",United States,Airplane,Piper,PA-28-140,Non-Fatal,Substantial,1.0,Reciprocating,,,1.0,,,,,
2007-09-30,"LAUREL, MT",United States,Airplane,Bellanca,7GCBC,Non-Fatal,Substantial,1.0,Reciprocating,,,,,,,,
2007-09-30,"BAKERSFIELD, CA",United States,Airplane,Cessna,182F,Non-Fatal,Substantial,1.0,Reciprocating,,,,,,,,
2007-09-30,"STOCKTON, CA",United States,Airplane,Piper,PA-32R-301T,Non-Fatal,Substantial,1.0,Reciprocating,,,,,,,,
