Event.Date,Location,Country,Aircraft.Category,Make,Model,Injury.Severity,Aircraft.damage,Number.of.Engines,Engine.Type,Total.Fatal.Injuries,Total.Serious.Injuries,Total.Minor.Injuries,severe_injuries,total_injuries,estimated_passengers,fatal_injury_rate,serious_injury_rate
1979-09-17,"BOSTON, MA",United States,Airplane,Mcdonnell Douglas,DC9,Non-Fatal,Substantial,2.0,Turbo Fan,,,1.0,,,,,
1982-01-01,"PULLMAN, WA",United States,Airplane,Cessna,140,Non-Fatal,Substantial,1.0,Reciprocating,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1982-01-01,"EAST HANOVER, NJ",United States,Airplane,Cessna,401B,Non-Fatal,Substantial,2.0,Reciprocating,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1982-01-02,"HOMER, LA",United States,Airplane,Bellanca,17-30A,Non-Fatal,Destroyed,1.0,Reciprocating,0.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0
1982-01-02,"HEARNE, TX",United States,Airplane,Cessna,R172K,Fatal(1),Destroyed,1.0,Reciprocating,1.0,0.0,0.0,1.0,1.0,2.0,0.5,0.0
1982-01-02,"CHICKASHA, OK",United States,Airplane,Navion,A,Fatal(1),Destroyed,1.0,Reciprocating,1.0,0.0,0.0,1.0,1.0,2.0,0.5,0.0
1982-01-02,"LITTLE ROCK, AR",United States,Airplane,Beech,19,Fatal(2),Destroyed,1.0,Reciprocating,2.0,0.0,0.0,2.0,2.0,3.0,0.6666666666666666,0.0
1982-01-02,"MIDWAY, UT",United States,Helicopter,Enstrom,280C,Non-Fatal,Destroyed,1.0,Reciprocating,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1982-01-02,"SKWENTA, AK",United States,Airplane,Cessna,180,Fatal(3),Destroyed,1.0,Reciprocating,3.0,0.0,0.0,3.0,3.0,4.0,0.75,0.0
1982-01-02,"GALETON, PA",United States,Airplane,Cessna,172,Non-Fatal,Substantial,1.0,Reciprocating,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1982-01-02,"MIAMI, FL",United States,Helicopter,Smith,WCS-222 (BELL 47G),Non-Fatal,Substantial,1.0,Reciprocating,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1982-01-02,"YPSILANTI, MI",United States,Airplane,Cessna,152,Non-Fatal,Substantial,1.0,Reciprocating,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1982-01-02,"CHARLOTTE, MI",United States,Airplane,Cessna,150L,Non-Fatal,Substantial,1.0,Reciprocating,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1982-01-02,"CHAMBLEE, GA",United States,Helicopter,Bell,206L-1,Non-Fatal,Substantial,1.0,Turbo Shaft,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1982-01-03,"VAN NUYS, CA",United States,Airplane,Piper,PA-24-180,Incident,Minor,1.0,Reciprocating,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1982-01-03,"10 NM W LEE VIN, CA",United States,Airplane,Grumman,AA-5B,Fatal(2),Destroyed,1.0,Reciprocating,2.0,1.0,0.0,3.0,3.0,4.0,0.5,0.25
1982-01-03,"ASHLAND, VA",United States,Airplane,Cessna,414A,Fatal(8),Destroyed,2.0,Reciprocating,8.0,0.0,0.0,8.0,8.0,9.0,0.8888888888888888,0.0
1982-01-03,"PINEHURST, NC",United States,Airplane,Beechcraft,BE-58,Fatal(1),Destroyed,2.0,Reciprocating,1.0,0.0,0.0,1.0,1.0,2.0,0.5,0.0
1982-01-03,"WHITE PLAINS, NY",United States,Airplane,Maule,M-5-235C,Non-Fatal,Substantial,1.0,Reciprocating,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1982-01-03,"COCOA, FL",United States,Airplane,Cessna,210L,Non-Fatal,Substantial,1.0,Reciprocating,0.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0
1982-01-03,"SAN CLEMENTINE, CA",United States,Airplane,Bellanca,7GCBC,Non-Fatal,Substantial,1.0,Reciprocating,0.0,0.0,2.0,0.0,2.0,3.0,0.0,0.0
1982-01-03,"FORT WORTH, TX",United States,Airplane,Cessna,182,Non-Fatal,Substantial,1.0,Reciprocating,0.0,0.0,2.0,0.0,2.0,3.0,0.0,0.0
1982-01-03,"GREENOUGH, MT",United States,Airplane,Air Tractor,AT-301,Non-Fatal,Substantial,1.0,Reciprocating,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1982-01-04,"PLEASANT HILL, OR",United States,Airplane,Piper,PA-28-161,Fatal(4),Destroyed,1.0,Reciprocating,4.0,0.0,0.0,4.0,4.0,5.0,0.8,0.0
1982-01-04,"NEAR LAS VEGAS, NV",United States,Airplane,Piper,PA-34-200T,Fatal(2),Destroyed,2.0,Reciprocating,2.0,0.0,0.0,2.0,2.0,3.0,0.6666666666666666,0.0
1982-01-04,"FORT WAYNE, IN",United States,Airplane,Cessna,T337G,Fatal(2),Destroyed,2.0,Reciprocating,2.0,2.0,0.0,4.0,4.0,5.0,0.4,0.4
1982-01-04,"ESTANCIA, NM",United States,Airplane,Piper,PA-28R-200,Non-Fatal,Substantial,1.0,Reciprocating,0.0,0.0,2.0,0.0,2.0,3.0,0.0,0.0
1982-01-05,"RAMONA, CA",United States,Airplane,Navion,A,Fatal(3),Destroyed,1.0,Reciprocating,3.0,0.0,0.0,3.0,3.0,4.0,0.75,0.0
1982-01-05,"BLACK CANYON CI, AZ",United States,Airplane,Piper,PA-22,Fatal(1),Destroyed,1.0,Reciprocating,1.0,0.0,0.0,1.0,1.0,2.0,0.5,0.0
1982-01-05,"ITHACA, NY",United States,Airplane,Piper,PA-31,Fatal(2),Destroyed,2.0,Reciprocating,2.0,0.0,0.0,2.0,2.0,3.0,0.6666666666666666,0.0
1982-01-05,"PENSACOLA, FL",United States,Airplane,Rockwell,114,Incident,Minor,1.0,Reciprocating,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1982-01-05,"LONOKE, AR",United States,Airplane,Piper,PA-24-250,Non-Fatal,Substantial,1.0,Reciprocating,0.0,1.0,0.0,1.0,1.0,2.0,0.0,0.5
1982-01-05,"GASTONIA, NC",United States,Airplane,Piper,PA-28R-200,Non-Fatal,Substantial,1.0,Reciprocating,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1982-01-05,"SPRINGERVILLE, AZ",United States,Airplane,Cessna,TR182,Non-Fatal,Substantial,1.0,Reciprocating,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1982-01-05,"BETHEL, AK",United States,Airplane,Cessna,A185F,Non-Fatal,Substantial,1.0,Reciprocating,0.0,2.0,0.0,2.0,2.0,3.0,0.0,0.6666666666666666
1982-01-06,"ROLLA, MO",United States,Airplane,Cessna,340,Non-Fatal,Substantial,2.0,Reciprocating,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1982-01-06,"MAMMOTH LAKES, CA",United States,Helicopter,Aerospatiale,SA-316B,Non-Fatal,Substantial,1.0,Turbo Shaft,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1982-01-06,"JACKSON, WY",United States,Airplane,Beech,35,Non-Fatal,Substantial,1.0,Reciprocating,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1982-01-06,"PAXTON, IL",United States,Airplane,Cessna,152,Non-Fatal,Substantial,1.0,Reciprocating,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1982-01-06,"HILTON HEAD, SC",United States,Airplane,Mooney,M-20J,Non-Fatal,Substantial,1.0,Reciprocating,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1982-01-06,"NEAR BAKERSFIEL, CA",United States,Airplane,Boeing,A75,Non-Fatal,Substantial,1.0,Reciprocating,0.0,1.0,0.0,1.0,1.0,2.0,0.0,0.5
1982-01-07,"HELENA, MT",United States,Airplane,Cessna,210,Fatal(2),Destroyed,1.0,Reciprocating,2.0,0.0,0.0,2.0,2.0,3.0,0.6666666666666666,0.0
1982-01-07,"WESTMINISTER, MD",United States,Airplane,Beech,V35,Non-Fatal,Substantial,1.0,Reciprocating,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1982-01-07,"LAREDO, TX",United States,Airplane,Curtis,C46,Non-Fatal,Substantial,2.0,Reciprocating,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1982-01-08,"ODESSA, FL",United States,Airplane,Cessna,172M,Fatal(1),Destroyed,1.0,Reciprocating,1.0,0.0,0.0,1.0,1.0,2.0,0.5,0.0
1982-01-08,"NEW PHILADELPHI, OH",United States,Airplane,Piper,PA-28-140,Fatal(1),Destroyed,1.0,Reciprocating,1.0,1.0,0.0,2.0,2.0,3.0,0.3333333333333333,0.3333333333333333
1982-01-08,"PULLMAN, WA",United States,Airplane,Cessna,TU206G,Non-Fatal,Substantial,1.0,Reciprocating,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1982-01-08,"CUTCHOGUE, NY",United States,Airplane,Cessna,152,Non-Fatal,Substantial,1.0,Reciprocating,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1982-01-08,"LIBERTY, MO",United States,Airplane,Piper,PA-24-250,Non-Fatal,Substantial,1.0,Reciprocating,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1982-01-08,"PEORIA, IL",United States,Airplane,Cessna,152,Non-Fatal,Substantial,1.0,Reciprocating,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1982-01-08,"SANDUSKY, OH",United States,Airplane,Cessna,172N,Non-Fatal,Substantial,1.0,Reciprocating,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1982-01-08,"GRANTITEVILLE, SC",United States,Airplane,Cessna,152,Non-Fatal,Substantial,1.0,Reciprocating,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1982-01-09,"NAPA, CA",United States,Airplane,Cessna,P210N,Non-Fatal,Substantial,1.0,Reciprocating,0.0,1.0,0.0,1.0,1.0,2.0,0.0,0.5
1982-01-09,"FRUIT VALE, TX",United States,Airplane,Cessna,172,Non-Fatal,Substantial,1.0,Reciprocating,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1982-01-09,"TOMBALL, TX",United States,Airplane,Piper,PA-34,Non-Fatal,Substantial,2.0,Reciprocating,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1982-01-09,"MOKULEIA, HI",United States,Airplane,Cessna,305 (L-19),Non-Fatal,Substantial,1.0,Reciprocating,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1982-01-09,"STEAMBOAT SPRIN, CO",United States,Airplane,Cessna,182A,Non-Fatal,Substantial,1.0,Reciprocating,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1982-01-10,"OKEECHOBEE, FL",United States,Airplane,Piper,PA-23-250,Non-Fatal,Destroyed,2.0,Reciprocating,0.0,2.0,0.0,2.0,2.0,3.0,0.0,0.6666666666666666
1982-01-10,"BULLHEAD CITY, AZ",United States,Airplane,Cessna,172N,Non-Fatal,Destroyed,1.0,Reciprocating,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1982-01-10,"WHEELING, IL",United States,Airplane,Piper,23-250,Non-Fatal,Destroyed,2.0,Reciprocating,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1982-01-10,"HENDERSON, NC",United States,Airplane,Mooney,M20G,Fatal(1),Destroyed,1.0,Reciprocating,1.0,1.0,0.0,2.0,2.0,3.0,0.3333333333333333,0.3333333333333333
1982-01-10,"MOJAVE, CA",United States,Airplane,Cessna,TU206F,Non-Fatal,Substantial,1.0,Reciprocating,0.0,0.0,4.0,0.0,4.0,5.0,0.0,0.0
1982-01-10,"UPLAND, CA",United States,Airplane,Quickie,1,Non-Fatal,Substantial,1.0,Reciprocating,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1982-01-10,"QUINHAGAK, AK",United States,Airplane,Cessna,U206,Non-Fatal,Substantial,1.0,Reciprocating,0.0,0.0,3.0,0.0,3.0,4.0,0.0,0.0
1982-01-11,"NEAR BOZEMAN, MT",United States,Airplane,Piper,PA-28-140,Non-Fatal,Destroyed,1.0,Reciprocating,0.0,1.0,1.0,1.0,2.0,3.0,0.0,0.3333333333333333
1982-01-11,"RIVERTON, WY",United States,Airplane,Cessna,210N,Fatal(4),Destroyed,1.0,Reciprocating,4.0,1.0,1.0,5.0,6.0,7.0,0.5714285714285714,0.14285714285714285
1982-01-11,"SAQUACHE, CO",United States,Airplane,Cessna,180,Non-Fatal,Substantial,1.0,Reciprocating,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1982-01-11,"AUBURN, AL",United States,Airplane,Cessna,310L,Non-Fatal,Substantial,2.0,Reciprocating,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1982-01-12,"CHICAGO, IL",United States,Airplane,Lockheed,L-1011,Incident,Unknown,3.0,Turbo Fan,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1982-01-12,"CLARKSBURG, WV",United States,Airplane,Embraer,EMB-110P1,Incident,Minor,2.0,Turbo Prop,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1982-01-12,"ABERDEEN, MS",United States,Airplane,Cessna,414,Non-Fatal,Destroyed,2.0,Reciprocating,0.0,0.0,3.0,0.0,3.0,4.0,0.0,0.0
1982-01-12,"ADDISON, TX",United States,Airplane,Beech,P35,Non-Fatal,Substantial,1.0,Reciprocating,0.0,1.0,0.0,1.0,1.0,2.0,0.0,0.5
1982-01-13,"MONTICELLO, FL",United States,Airplane,Grumman,AA5B,Non-Fatal,Destroyed,1.0,Reciprocating,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1982-01-13,"WATONGA, OK",United States,Airplane,Piper,PA-28R-201T,Non-Fatal,Substantial,1.0,Reciprocating,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1982-01-13,"HOBBS, NM",United States,Airplane,Beech,A23-24,Non-Fatal,Substantial,1.0,Reciprocating,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1982-01-13,"SPOKANE, WA",United States,Airplane,Piper,PA-31-350,Non-Fatal,Substantial,2.0,Reciprocating,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1982-01-15,"28 MI ENE OGDEN, UT",United States,Airplane,Cessna,T210N,Fatal(3),Destroyed,1.0,Reciprocating,3.0,0.0,0.0,3.0,3.0,4.0,0.75,0.0
1982-01-15,"MALONE, FL",United States,Airplane,Cessna,172,Non-Fatal,Substantial,1.0,Reciprocating,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1982-01-15,"S.E. OF MALTA, ID",United States,Helicopter,Hughes,269C,Non-Fatal,Substantial,1.0,Reciprocating,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1982-01-15,"SPOKANE, WA",United States,Airplane,Cessna,140,Non-Fatal,Substantial,1.0,Reciprocating,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1982-01-15,"JAMAICA, NY",United States,Airplane,Swearingen,SA 226-TC,Non-Fatal,Substantial,2.0,Turbo Prop,0.0,1.0,2.0,1.0,3.0,4.0,0.0,0.25
1982-01-15,"ANOKA, MN",United States,Airplane,Beech,C-45H,Non-Fatal,Substantial,2.0,Reciprocating,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1982-01-15,"NEAR NUIQSUT, AK",United States,Airplane,De Havilland,DHC-2-MK3,Non-Fatal,Substantial,1.0,Turbo Prop,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1982-01-16,"HOUMA, LA",United States,Helicopter,Bell Helicopter,206L-1,Fatal(1),Destroyed,1.0,Turbo Shaft,1.0,2.0,0.0,3.0,3.0,4.0,0.25,0.5
1982-01-16,"SWANTON, VT",United States,Airplane,Cessna,150M,Non-Fatal,Substantial,1.0,Reciprocating,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1982-01-17,"DAVIS, CA",United States,Airplane,Cessna,150M,Fatal(1),Destroyed,1.0,Reciprocating,1.0,0.0,0.0,1.0,1.0,2.0,0.5,0.0
1982-01-17,"MOJAVE, CA",United States,Airplane,Bede Aircraft,BD-5B,Fatal(1),Destroyed,1.0,Reciprocating,1.0,0.0,0.0,1.0,1.0,2.0,0.5,0.0
1982-01-17,"SUNFLOWER, AZ",United States,Airplane,Cessna,182P,Non-Fatal,Destroyed,1.0,Reciprocating,0.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0
1982-01-17,"HONOLULU, HI",United States,Airplane,Convair,440,Non-Fatal,Destroyed,2.0,Reciprocating,0.0,0.0,2.0,0.0,2.0,3.0,0.0,0.0
1982-01-17,"PORT MANSFIELD, TX",United States,Airplane,Piper,PA-31,Fatal(1),Destroyed,2.0,Reciprocating,1.0,0.0,0.0,1.0,1.0,2.0,0.5,0.0
1982-01-17,"DELTA, UT",United States,Airplane,Piper,PA-31T,Non-Fatal,Destroyed,2.0,Turbo Prop,0.0,0.0,3.0,0.0,3.0,4.0,0.0,0.0
1982-01-17,"PICAYUNE, MS",United States,Airplane,Beech,F50,Fatal(2),Destroyed,2.0,Reciprocating,2.0,0.0,0.0,2.0,2.0,3.0,0.6666666666666666,0.0
1982-01-17,"ANCHORAGE, AK",United States,Airplane,Cessna,150,Non-Fatal,Destroyed,1.0,Reciprocating,0.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0
1982-01-17,"CEDAR CITY, UT",United States,Airplane,Cessna,180E,Non-Fatal,Substantial,1.0,Reciprocating,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1982-01-17,"TULUKSAK, AK",United States,Airplane,Cessna,170B,Non-Fatal,Substantial,1.0,Reciprocating,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1982-01-17,"CENTERVILLE, AL",United States,Helicopter,Bell,206B,Non-Fatal,Substantial,1.0,Turbo Shaft,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1982-01-18,"ORCHARDS, WA",United States,Airplane,Beech,C23,Non-Fatal,Destroyed,1.0,Reciprocating,0.0,2.0,2.0,2.0,4.0,5.0,0.0,0.4
1982-01-18,"DOWNIEVILLE, CA",United States,Airplane,Cessna,172M,Fatal(1),Destroyed,1.0,Reciprocating,1.0,0.0,0.0,1.0,1.0,2.0,0.5,0.0
1982-01-18,"BLAIRSVILLE, GA",United States,Airplane,Piper,PA-28-180,Fatal(3),Destroyed,1.0,Reciprocating,3.0,0.0,0.0,3.0,3.0,4.0,0.75,0.0
1982-01-18,"S.E. OF HOUMA, LA",United States,Airplane,Cessna,180K,Non-Fatal,Substantial,1.0,Reciprocating,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1982-01-18,"MADISON COUNTY, AL",United States,Airplane,Cessna,210L,Fatal(4),Substantial,1.0,Reciprocating,4.0,0.0,0.0,4.0,4.0,5.0,0.8,0.0
1982-01-19,"CEDAR VALE, KS",United States,Airplane,Mooney,M20F,Fatal(1),Destroyed,1.0,Reciprocating,1.0,0.0,0.0,1.0,1.0,2.0,0.5,0.0
1982-01-19,"STILLWATER, OK",United States,Airplane,Beech,G35,Fatal(2),Destroyed,1.0,Reciprocating,2.0,0.0,0.0,2.0,2.0,3.0,0.6666666666666666,0.0
1982-01-19,"WOLF PT., MT",United States,Airplane,Cessna,177B,Fatal(1),Destroyed,1.0,Reciprocating,1.0,2.0,0.0,3.0,3.0,4.0,0.25,0.5
1982-01-19,"ROCKPORT, TX",United States,Airplane,Grumman,AA5A,Fatal(3),Destroyed,1.0,Reciprocating,3.0,0.0,0.0,3.0,3.0,4.0,0.75,0.0
1982-01-19,"ROCKPORT, TX",United States,Airplane,Swearingen,SA226-T(B),Fatal(3),Destroyed,2.0,Turbo Prop,3.0,0.0,0.0,3.0,3.0,4.0,0.75,0.0
1982-01-19,"WASHINGTON, DC",United States,Airplane,De Havilland,DHC-6-300,Incident,Minor,2.0,Turbo Prop,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1982-01-19,"SOMERSET, PA",United States,Airplane,Piper,AEROSTAR 601P,Non-Fatal,Substantial,2.0,Reciprocating,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1982-01-19,"ENFIELD, NH",United States,Airplane,Cessna,152,Non-Fatal,Substantial,1.0,Reciprocating,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1982-01-19,"TOPEKA, KS",United States,Airplane,Cessna,182P,Non-Fatal,Substantial,1.0,Reciprocating,0.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0
1982-01-19,"URBANDALE, IA",United States,Airplane,Cessna,177RG,Non-Fatal,Substantial,1.0,Reciprocating,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1982-01-19,"KINGMAN, AZ",United States,Airplane,Beachner,QUICK SILVER,Non-Fatal,Substantial,1.0,Reciprocating,0.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0
1982-01-19,"SANTA MONICA, CA",United States,Airplane,Cessna,182E,Non-Fatal,Substantial,1.0,Reciprocating,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1982-01-19,"SHREVEPORT, LA",United States,Airplane,Cessna,150H,Non-Fatal,Substantial,1.0,Reciprocating,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1982-01-19,"NEAR LANSING, MI",United States,Airplane,Cessna,340A,Non-Fatal,Substantial,2.0,Reciprocating,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1982-01-19,"GRAND RAPIDS, MI",United States,Airplane,Piper,PA-38-112,Non-Fatal,Substantial,1.0,Reciprocating,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1982-01-19,"MIAMI, FL",United States,Airplane,Canadair,CL-44D4,Non-Fatal,Substantial,4.0,Turbo Prop,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1982-01-19,"TUNTUTULIAK, AK",United States,Airplane,Piper,PA-32,Non-Fatal,Substantial,1.0,Reciprocating,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1982-01-20,"SAN JOSE, CA",United States,Airplane,Piper,PA-31-350,Incident,Minor,2.0,Reciprocating,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1982-01-20,"CHERRY VALLEY, CA",United States,Airplane,Beech,58,Fatal(2),Destroyed,2.0,Reciprocating,2.0,0.0,0.0,2.0,2.0,3.0,0.6666666666666666,0.0
1982-01-20,"ESCONDIDO, CA",United States,Airplane,Cessna,182N,Fatal(3),Destroyed,1.0,Reciprocating,3.0,0.0,0.0,3.0,3.0,4.0,0.75,0.0
1982-01-20,"MCCOMB, MS",United States,Airplane,Piper,PA-23-250,Fatal(1),Destroyed,2.0,Reciprocating,1.0,0.0,0.0,1.0,1.0,2.0,0.5,0.0
1982-01-20,"ORLANDO, FL",United States,Airplane,Cessna,210,Fatal(1),Substantial,1.0,Reciprocating,1.0,0.0,0.0,1.0,1.0,2.0,0.5,0.0
1982-01-20,"MIDLAND, TX",United States,Airplane,Cessna,152,Non-Fatal,Substantial,1.0,Reciprocating,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1982-01-20,"BONDURANT, WY",United States,Helicopter,Hughes,269C,Non-Fatal,Substantial,1.0,Reciprocating,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1982-01-21,"BOISE, ID",United States,Airplane,Cessna,P210N,Fatal(4),Destroyed,1.0,Reciprocating,4.0,0.0,0.0,4.0,4.0,5.0,0.8,0.0
1982-01-21,"NORTH KANSAS CI, MO",United States,Airplane,Cessna,402A,Fatal(1),Destroyed,2.0,Reciprocating,1.0,0.0,0.0,1.0,1.0,2.0,0.5,0.0
1982-01-21,"15NM W. OPA LOC, FL",United States,Airplane,Douglas,DC-3,Non-Fatal,Destroyed,2.0,Reciprocating,0.0,0.0,2.0,0.0,2.0,3.0,0.0,0.0
1982-01-21,"BAGDAD, AZ",United States,Airplane,Piper,PA-23-250,Non-Fatal,Destroyed,2.0,Reciprocating,0.0,1.0,2.0,1.0,3.0,4.0,0.0,0.25
1982-01-21,"10NM N. OF MCNA, AZ",United States,Airplane,Piper,PA-28-235,Fatal(1),Destroyed,1.0,Reciprocating,1.0,0.0,0.0,1.0,1.0,2.0,0.5,0.0
1982-01-21,"NEW ALBANY, MS",United States,Airplane,Grumman,AA-1,Fatal(1),Destroyed,1.0,Reciprocating,1.0,0.0,0.0,1.0,1.0,2.0,0.5,0.0
1982-01-21,"MUSCLE SHOALS, AL",United States,Airplane,Piper,PA-32,Non-Fatal,Destroyed,1.0,Reciprocating,0.0,1.0,3.0,1.0,4.0,5.0,0.0,0.2
1982-01-21,"PORT GRAHAM, AK",United States,Airplane,Cessna,207,Non-Fatal,Destroyed,1.0,Reciprocating,0.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0
1982-01-21,"SHELL LAKE, WI",United States,Airplane,Mooney,M-20,Non-Fatal,Substantial,1.0,Reciprocating,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1982-01-21,"DOS PALOS, CA",United States,Airplane,Air Tractor,301,Non-Fatal,Substantial,1.0,Reciprocating,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1982-01-22,"LANCASTER, CA",United States,Airplane,Sons Mustang,II,Fatal(2),Destroyed,1.0,Reciprocating,2.0,0.0,0.0,2.0,2.0,3.0,0.6666666666666666,0.0
1982-01-22,"LOUISVILLE, KY",United States,Airplane,Dassault/sud,FALCON 20,Incident,Unknown,2.0,Turbo Fan,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1982-01-22,"CARSON CITY, NV",United States,Airplane,Cessna,172M,Non-Fatal,Substantial,1.0,Reciprocating,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1982-01-22,"NEAR KINGSTON, ID",United States,Helicopter,Sikorsky,S-58J,Non-Fatal,Substantial,1.0,Reciprocating,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1982-01-23,"LAPINE, OR",United States,Airplane,Cessna,172,Fatal(1),Destroyed,1.0,Reciprocating,1.0,1.0,0.0,2.0,2.0,3.0,0.3333333333333333,0.3333333333333333
1982-01-23,"VICTORVILLE, CA",United States,Airplane,Mooney,M20C,Fatal(2),Destroyed,1.0,Reciprocating,2.0,0.0,4.0,2.0,6.0,7.0,0.2857142857142857,0.0
1982-01-23,"HOBBS, NM",United States,Airplane,Grumman,G-164A,Non-Fatal,Destroyed,1.0,Reciprocating,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1982-01-23,"BOSTON, MA",United States,Airplane,Mcdonnell Douglas,DC-10-30,Fatal(2),Destroyed,3.0,Turbo Fan,2.0,4.0,24.0,6.0,30.0,31.0,0.06451612903225806,0.12903225806451613
1982-01-23,"LONDON, OH",United States,Airplane,Beech,A23A,Fatal(1),Destroyed,1.0,Reciprocating,1.0,0.0,0.0,1.0,1.0,2.0,0.5,0.0
1982-01-23,"TOPEKA, KS",United States,Airplane,Piper,PA-32-300,Non-Fatal,Substantial,1.0,Reciprocating,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1982-01-23,"NEWPORT RICHEY, FL",United States,Airplane,Cessna,150M,Non-Fatal,Substantial,1.0,Reciprocating,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1982-01-23,"NEWPORT RICHEY, FL",United States,Airplane,Piper,PA-34-200T,Non-Fatal,Substantial,2.0,Reciprocating,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1982-01-23,"VICTORVILLE, CA",United States,Airplane,Piper,PA-28-235,Fatal(2),Substantial,1.0,Reciprocating,2.0,0.0,4.0,2.0,6.0,7.0,0.2857142857142857,0.0
