Event.Date,Location,Country,Aircraft.Category,Make,Model,Injury.Severity,Aircraft.damage,Number.of.Engines,Engine.Type,Total.Fatal.Injuries,Total.Serious.Injuries,Total.Minor.Injuries,severe_injuries,total_injuries,estimated_passengers,fatal_injury_rate,serious_injury_rate,is_destroyed,aircraft_type
1982-01-05,"ITHACA, NY",United States,Airplane,PIPER,PA-31,Fatal(2),Destroyed,2.0,Reciprocating,2.0,0.0,0.0,2.0,2.0,3.0,0.6666666666666666,0.0,1,PIPER_PA-31
1982-01-05,"PENSACOLA, FL",United States,Airplane,ROCKWELL,114,Incident,Minor,1.0,Reciprocating,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,ROCKWELL_114
1982-01-05,"LONOKE, AR",United States,Airplane,PIPER,PA-24-250,Non-Fatal,Substantial,1.0,Reciprocating,0.0,1.0,0.0,1.0,1.0,2.0,0.0,0.5,0,PIPER_PA-24-250
1982-01-05,"GASTONIA, NC",United States,Airplane,PIPER,PA-28R-200,Non-Fatal,Substantial,1.0,Reciprocating,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,PIPER_PA-28R-200
1982-01-05,"SPRINGERVILLE, AZ",United States,Airplane,CESSNA,TR182,Non-Fatal,Substantial,1.0,Reciprocating,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,CESSNA_TR182
1982-01-05,"BETHEL, AK",United States,Airplane,CESSNA,A185F,Non-Fatal,Substantial,1.0,Reciprocating,0.0,2.0,0.0,2.0,2.0,3.0,0.0,0.6666666666666666,0,CESSNA_A185F
1982-01-06,"ROLLA, MO",United States,Airplane,CESSNA,340,Non-Fatal,Substantial,2.0,Reciprocating,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,CESSNA_340
1982-01-06,"MAMMOTH LAKES, CA",United States,Helicopter,AEROSPATIALE,SA-316B,Non-Fatal,Substantial,1.0,Turbo Shaft,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,AEROSPATIALE_SA-316B
1982-01-06,"JACKSON, WY",United States,Airplane,BEECH,35,Non-Fatal,Substantial,1.0,Reciprocating,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,BEECH_35
1982-01-06,"PAXTON, IL",United States,Airplane,CESSNA,152,Non-Fatal,Substantial,1.0,Reciprocating,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,CESSNA_152
1982-01-06,"HILTON HEAD, SC",United States,Airplane,MOONEY,M-20J,Non-Fatal,Substantial,1.0,Reciprocating,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,MOONEY_M-20J
1982-01-06,"NEAR BAKERSFIEL, CA",United States,Airplane,BOEING,A75,Non-Fatal,Substantial,1.0,Reciprocating,0.0,1.0,0.0,1.0,1.0,2.0,0.0,0.5,0,BOEING_A75
1982-01-07,"HELENA, MT",United States,Airplane,CESSNA,210,Fatal(2),Destroyed,1.0,Reciprocating,2.0,0.0,0.0,2.0,2.0,3.0,0.6666666666666666,0.0,1,CESSNA_210
1982-01-07,"WESTMINISTER, MD",United States,Airplane,BEECH,V35,Non-Fatal,Substantial,1.0,Reciprocating,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,BEECH_V35
1982-01-08,"ODESSA, FL",United States,Airplane,CESSNA,172M,Fatal(1),Destroyed,1.0,Reciprocating,1.0,0.0,0.0,1.0,1.0,2.0,0.5,0.0,1,CESSNA_172M
1982-01-08,"NEW PHILADELPHI, OH",United States,Airplane,PIPER,PA-28-140,Fatal(1),Destroyed,1.0,Reciprocating,1.0,1.0,0.0,2.0,2.0,3.0,0.3333333333333333,0.3333333333333333,1,PIPER_PA-28-140
1982-01-08,"PULLMAN, WA",United States,Airplane,CESSNA,TU206G,Non-Fatal,Substantial,1.0,Reciprocating,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,CESSNA_TU206G
1982-01-08,"CUTCHOGUE, NY",United States,Airplane,CESSNA,152,Non-Fatal,Substantial,1.0,Reciprocating,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,CESSNA_152
1982-01-08,"LIBERTY, MO",United States,Airplane,PIPER,PA-24-250,Non-Fatal,Substantial,1.0,Reciprocating,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,PIPER_PA-24-250
1982-01-08,"PEORIA, IL",United States,Airplane,CESSNA,152,Non-Fatal,Substantial,1.0,Reciprocating,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,CESSNA_152
1982-01-08,"SANDUSKY, OH",United States,Airplane,CESSNA,172N,Non-Fatal,Substantial,1.0,Reciprocating,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,CESSNA_172N
1982-01-08,"GRANTITEVILLE, SC",United States,Airplane,CESSNA,152,Non-Fatal,Substantial,1.0,Reciprocating,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,CESSNA_152
1982-01-09,"NAPA, CA",United States,Airplane,CESSNA,P210N,Non-Fatal,Substantial,1.0,Reciprocating,0.0,1.0,0.0,1.0,1.0,2.0,0.0,0.5,0,CESSNA_P210N
1982-01-09,"FRUIT VALE, TX",United States,Airplane,CESSNA,172,Non-Fatal,Substantial,1.0,Reciprocating,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,CESSNA_172
1982-01-09,"TOMBALL, TX",United States,Airplane,PIPER,PA-34,Non-Fatal,Substantial,2.0,Reciprocating,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,PIPER_PA-34
1982-01-09,"MOKULEIA, HI",United States,Airplane,CESSNA,305 (L-19),Non-Fatal,Substantial,1.0,Reciprocating,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,CESSNA_305 (L-19)
1982-01-09,"STEAMBOAT SPRIN, CO",United States,Airplane,CESSNA,182A,Non-Fatal,Substantial,1.0,Reciprocating,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,CESSNA_182A
1982-01-10,"OKEECHOBEE, FL",United States,Airplane,PIPER,PA-23-250,Non-Fatal,Destroyed,2.0,Reciprocating,0.0,2.0,0.0,2.0,2.0,3.0,0.0,0.6666666666666666,1,PIPER_PA-23-250
1982-01-10,"BULLHEAD CITY, AZ",United States,Airplane,CESSNA,172N,Non-Fatal,Destroyed,1.0,Reciprocating,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,CESSNA_172N
1982-01-10,"WHEELING, IL",United States,Airplane,PIPER,23-250,Non-Fatal,Destroyed,2.0,Reciprocating,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,PIPER_23-250
1982-01-10,"HENDERSON, NC",United States,Airplane,MOONEY,M20G,Fatal(1),Destroyed,1.0,Reciprocating,1.0,1.0,0.0,2.0,2.0,3.0,0.3333333333333333,0.3333333333333333,1,MOONEY_M20G
1982-01-10,"MOJAVE, CA",United States,Airplane,CESSNA,TU206F,Non-Fatal,Substantial,1.0,Reciprocating,0.0,0.0,4.0,0.0,4.0,5.0,0.0,0.0,0,CESSNA_TU206F
1982-01-10,"QUINHAGAK, AK",United States,Airplane,CESSNA,U206,Non-Fatal,Substantial,1.0,Reciprocating,0.0,0.0,3.0,0.0,3.0,4.0,0.0,0.0,0,CESSNA_U206
1982-01-11,"NEAR BOZEMAN, MT",United States,Airplane,PIPER,PA-28-140,Non-Fatal,Destroyed,1.0,Reciprocating,0.0,1.0,1.0,1.0,2.0,3.0,0.0,0.3333333333333333,1,PIPER_PA-28-140
1982-01-11,"RIVERTON, WY",United States,Airplane,CESSNA,210N,Fatal(4),Destroyed,1.0,Reciprocating,4.0,1.0,1.0,5.0,6.0,7.0,0.5714285714285714,0.14285714285714285,1,CESSNA_210N
1982-01-11,"SAQUACHE, CO",United States,Airplane,CESSNA,180,Non-Fatal,Substantial,1.0,Reciprocating,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,CESSNA_180
1982-01-11,"AUBURN, AL",United States,Airplane,CESSNA,310L,Non-Fatal,Substantial,2.0,Reciprocating,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,CESSNA_310L
1982-01-12,"CLARKSBURG, WV",United States,Airplane,EMBRAER,EMB-110P1,Incident,Minor,2.0,Turbo Prop,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,EMBRAER_EMB-110P1
1982-01-12,"ABERDEEN, MS",United States,Airplane,CESSNA,414,Non-Fatal,Destroyed,2.0,Reciprocating,0.0,0.0,3.0,0.0,3.0,4.0,0.0,0.0,1,CESSNA_414
1982-01-12,"ADDISON, TX",United States,Airplane,BEECH,P35,Non-Fatal,Substantial,1.0,Reciprocating,0.0,1.0,0.0,1.0,1.0,2.0,0.0,0.5,0,BEECH_P35
1982-01-13,"MONTICELLO, FL",United States,Airplane,GRUMMAN,AA5B,Non-Fatal,Destroyed,1.0,Reciprocating,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,GRUMMAN_AA5B
1982-01-13,"WATONGA, OK",United States,Airplane,PIPER,PA-28R-201T,Non-Fatal,Substantial,1.0,Reciprocating,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,PIPER_PA-28R-201T
1982-01-13,"HOBBS, NM",United States,Airplane,BEECH,A23-24,Non-Fatal,Substantial,1.0,Reciprocating,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,BEECH_A23-24
1982-01-13,"SPOKANE, WA",United States,Airplane,PIPER,PA-31-350,Non-Fatal,Substantial,2.0,Reciprocating,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,PIPER_PA-31-350
1982-01-15,"28 MI ENE OGDEN, UT",United States,Airplane,CESSNA,T210N,Fatal(3),Destroyed,1.0,Reciprocating,3.0,0.0,0.0,3.0,3.0,4.0,0.75,0.0,1,CESSNA_T210N
1982-01-15,"MALONE, FL",United States,Airplane,CESSNA,172,Non-Fatal,Substantial,1.0,Reciprocating,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,CESSNA_172
1982-01-15,"S.E. OF MALTA, ID",United States,Helicopter,HUGHES,269C,Non-Fatal,Substantial,1.0,Reciprocating,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,HUGHES_269C
1982-01-15,"SPOKANE, WA",United States,Airplane,CESSNA,140,Non-Fatal,Substantial,1.0,Reciprocating,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,CESSNA_140
1982-01-15,"JAMAICA, NY",United States,Airplane,SWEARINGEN,SA 226-TC,Non-Fatal,Substantial,2.0,Turbo Prop,0.0,1.0,2.0,1.0,3.0,4.0,0.0,0.25,0,SWEARINGEN_SA 226-TC
1982-01-15,"ANOKA, MN",United States,Airplane,BEECH,C-45H,Non-Fatal,Substantial,2.0,Reciprocating,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,BEECH_C-45H
1982-01-15,"NEAR NUIQSUT, AK",United States,Airplane,DE HAVILLAND,DHC-2-MK3,Non-Fatal,Substantial,1.0,Turbo Prop,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,DE HAVILLAND_DHC-2-MK3
1982-01-16,"SWANTON, VT",United States,Airplane,CESSNA,150M,Non-Fatal,Substantial,1.0,Reciprocating,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,CESSNA_150M
1982-01-17,"DAVIS, CA",United States,Airplane,CESSNA,150M,Fatal(1),Destroyed,1.0,Reciprocating,1.0,0.0,0.0,1.0,1.0,2.0,0.5,0.0,1,CESSNA_150M
1982-01-17,"SUNFLOWER, AZ",United States,Airplane,CESSNA,182P,Non-Fatal,Destroyed,1.0,Reciprocating,0.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,1,CESSNA_182P
1982-01-17,"PORT MANSFIELD, TX",United States,Airplane,PIPER,PA-31,Fatal(1),Destroyed,2.0,Reciprocating,1.0,0.0,0.0,1.0,1.0,2.0,0.5,0.0,1,PIPER_PA-31
1982-01-17,"DELTA, UT",United States,Airplane,PIPER,PA-31T,Non-Fatal,Destroyed,2.0,Turbo Prop,0.0,0.0,3.0,0.0,3.0,4.0,0.0,0.0,1,PIPER_PA-31T
1982-01-17,"PICAYUNE, MS",United States,Airplane,BEECH,F50,Fatal(2),Destroyed,2.0,Reciprocating,2.0,0.0,0.0,2.0,2.0,3.0,0.6666666666666666,0.0,1,BEECH_F50
1982-01-17,"ANCHORAGE, AK",United States,Airplane,CESSNA,150,Non-Fatal,Destroyed,1.0,Reciprocating,0.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,1,CESSNA_150
1982-01-17,"CEDAR CITY, UT",United States,Airplane,CESSNA,180E,Non-Fatal,Substantial,1.0,Reciprocating,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,CESSNA_180E
1982-01-17,"TULUKSAK, AK",United States,Airplane,CESSNA,170B,Non-Fatal,Substantial,1.0,Reciprocating,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,CESSNA_170B
1982-01-17,"CENTERVILLE, AL",United States,Helicopter,BELL,206B,Non-Fatal,Substantial,1.0,Turbo Shaft,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,BELL_206B
1982-01-18,"ORCHARDS, WA",United States,Airplane,BEECH,C23,Non-Fatal,Destroyed,1.0,Reciprocating,0.0,2.0,2.0,2.0,4.0,5.0,0.0,0.4,1,BEECH_C23
