Event.Date,Location,Country,Aircraft.Category,Make,Model,Injury.Severity,Aircraft.damage,Number.of.Engines,Engine.Type,Total.Fatal.Injuries,Total.Serious.Injuries,Total.Minor.Injuries,severe_injuries,total_injuries,estimated_passengers,fatal_injury_rate,serious_injury_rate,is_destroyed,aircraft_type
1982-06-12,"SCHELLSBURG, PA",United States,Airplane,CESSNA,172N,Non-Fatal,Destroyed,1.0,Reciprocating,0.0,0.0,2.0,0.0,2.0,3.0,0.0,0.0,1,CESSNA_172N
1982-06-12,"YORBA LINDA, CA",United States,Airplane,PIPER,PA-28-161,Fatal(4),Destroyed,1.0,Reciprocating,4.0,0.0,0.0,4.0,4.0,5.0,0.8,0.0,1,PIPER_PA-28-161
1982-06-12,"CORONA, CA",United States,Airplane,CESSNA,140,Fatal(4),Destroyed,1.0,Reciprocating,4.0,0.0,0.0,4.0,4.0,5.0,0.8,0.0,1,CESSNA_140
1982-06-12,"CORONA, CA",United States,Airplane,CESSNA,150L,Fatal(4),Destroyed,1.0,Reciprocating,4.0,0.0,0.0,4.0,4.0,5.0,0.8,0.0,1,CESSNA_150L
1982-06-12,"DELANO, CA",United States,Airplane,LUSCOMBE,8A,Non-Fatal,Destroyed,1.0,Reciprocating,0.0,2.0,0.0,2.0,2.0,3.0,0.0,0.6666666666666666,1,LUSCOMBE_8A
1982-06-12,"BIRD CITY, KS",United States,Airplane,BEECH,A35,Non-Fatal,Substantial,1.0,Reciprocating,0.0,2.0,1.0,2.0,3.0,4.0,0.0,0.5,0,BEECH_A35
1982-06-12,"MCKINLEYVILLE, CA",United States,Airplane,CESSNA,172,Non-Fatal,Substantial,1.0,Reciprocating,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,CESSNA_172
1982-06-12,"CHUGIAK, AK",United States,Airplane,PIPER,PA-18-150,Fatal(1),Substantial,1.0,Reciprocating,1.0,1.0,0.0,2.0,2.0,3.0,0.3333333333333333,0.3333333333333333,0,PIPER_PA-18-150
1982-06-12,"MILFORD, IA",United States,Airplane,CESSNA,182B,Non-Fatal,Substantial,1.0,Reciprocating,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,CESSNA_182B
1982-06-13,"SANDY, OR",United States,Airplane,MOONEY,M-20,Fatal(1),Destroyed,1.0,Reciprocating,1.0,0.0,0.0,1.0,1.0,2.0,0.5,0.0,1,MOONEY_M-20
1982-06-13,"INDEPENDENCE, OR",United States,Airplane,CHAMPION,7GCAA,Non-Fatal,Destroyed,1.0,Reciprocating,0.0,0.0,2.0,0.0,2.0,3.0,0.0,0.0,1,CHAMPION_7GCAA
1982-06-13,"RENTON, WA",United States,Airplane,CESSNA,206,Non-Fatal,Unknown,1.0,Reciprocating,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,CESSNA_206
1982-06-13,"TRUCKEE, CA",United States,Airplane,CESSNA,182,Fatal(2),Destroyed,1.0,Reciprocating,2.0,0.0,0.0,2.0,2.0,3.0,0.6666666666666666,0.0,1,CESSNA_182
1982-06-13,"ALLEN, TX",United States,Airplane,CESSNA,150,Non-Fatal,Destroyed,1.0,Reciprocating,0.0,2.0,0.0,2.0,2.0,3.0,0.0,0.6666666666666666,1,CESSNA_150
1982-06-13,"RYAN, OK",United States,Airplane,BEECH,C-35,Non-Fatal,Destroyed,2.0,Reciprocating,0.0,0.0,4.0,0.0,4.0,5.0,0.0,0.0,1,BEECH_C-35
1982-06-13,"MAYFIELD, KY",United States,Airplane,BELLANCA,8KCAB,Fatal(1),Destroyed,1.0,Reciprocating,1.0,0.0,0.0,1.0,1.0,2.0,0.5,0.0,1,BELLANCA_8KCAB
1982-06-13,"SAVANNAH, GA",United States,Airplane,PIPER,PA-28-181,Non-Fatal,Destroyed,1.0,Reciprocating,0.0,2.0,1.0,2.0,3.0,4.0,0.0,0.5,1,PIPER_PA-28-181
1982-06-13,"MARION, IA",United States,Airplane,CESSNA,172N,Non-Fatal,Substantial,1.0,Reciprocating,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,CESSNA_172N
1982-06-13,"ST LOUIS, MO",United States,Airplane,CESSNA,150,Non-Fatal,Substantial,1.0,Reciprocating,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,CESSNA_150
1982-06-13,"LANCASTER, CA",United States,Airplane,CESSNA,172,Non-Fatal,Substantial,1.0,Reciprocating,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,CESSNA_172
1982-06-13,"FORT WORTH, TX",United States,Airplane,CESSNA,175,Non-Fatal,Substantial,1.0,Reciprocating,0.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,0,CESSNA_175
1982-06-13,"DUNCAN, OK",United States,Airplane,CESSNA,172,Non-Fatal,Substantial,1.0,Reciprocating,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,CESSNA_172
1982-06-13,"MIDLAND, MI",United States,Airplane,CESSNA,182RG,Non-Fatal,Substantial,1.0,Reciprocating,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,CESSNA_182RG
1982-06-13,"OCEAN CITY, MD",United States,Airplane,AERONCA,C-3,Non-Fatal,Substantial,1.0,Reciprocating,0.0,1.0,1.0,1.0,2.0,3.0,0.0,0.3333333333333333,0,AERONCA_C-3
1982-06-13,"SELDOVIA, AK",United States,Airplane,CESSNA,180,Non-Fatal,Substantial,1.0,Reciprocating,0.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,0,CESSNA_180
1982-06-14,"GOULD, AR",United States,Airplane,PIPER,PA-28-140,Non-Fatal,Destroyed,1.0,Reciprocating,0.0,1.0,0.0,1.0,1.0,2.0,0.0,0.5,1,PIPER_PA-28-140
1982-06-14,"ATLANTA, GA",United States,Airplane,PIPER,PA-23-160,Non-Fatal,Destroyed,2.0,Reciprocating,0.0,2.0,1.0,2.0,3.0,4.0,0.0,0.5,1,PIPER_PA-23-160
1982-06-14,"OAKLEY, ID",United States,Airplane,PIPER,PA-38-112,Non-Fatal,Substantial,1.0,Reciprocating,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,PIPER_PA-38-112
1982-06-14,"CONCORD, CA",United States,Helicopter,ROBINSON,R22,Non-Fatal,Substantial,1.0,Reciprocating,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,ROBINSON_R22
1982-06-14,"GREENBUSH, MN",United States,Airplane,CESSNA,A188B,Non-Fatal,Substantial,1.0,Reciprocating,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,CESSNA_A188B
1982-06-15,"KITTANNING, PA",United States,Helicopter,BELL,47G-3B-1,Fatal(1),Destroyed,1.0,Reciprocating,1.0,2.0,0.0,3.0,3.0,4.0,0.25,0.5,1,BELL_47G-3B-1
1982-06-15,"HARTSHORNE, OK",United States,Airplane,PIPER,PA-32R-301,Fatal(3),Destroyed,1.0,Reciprocating,3.0,0.0,0.0,3.0,3.0,4.0,0.75,0.0,1,PIPER_PA-32R-301
1982-06-15,"ASHEVILLE, NC",United States,Airplane,CESSNA,172P,Non-Fatal,Destroyed,1.0,Reciprocating,0.0,3.0,0.0,3.0,3.0,4.0,0.0,0.75,1,CESSNA_172P
1982-06-15,"MYRTLE BEACH, SC",United States,Airplane,BEECH,A36,Non-Fatal,Destroyed,1.0,Reciprocating,0.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,1,BEECH_A36
1982-06-15,"DRY BAY, AK",United States,Airplane,CESSNA,U206,Non-Fatal,Substantial,1.0,Reciprocating,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,CESSNA_U206
1982-06-15,"RACINE, WI",United States,Airplane,CESSNA,421,Non-Fatal,Substantial,2.0,Reciprocating,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,CESSNA_421
1982-06-15,"LYNCHBURG, VA",United States,Airplane,PIPER,22-160,Non-Fatal,Substantial,1.0,Reciprocating,0.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,0,PIPER_22-160
1982-06-15,"NEAR TYONEK, AK",United States,Airplane,PIPER,PA-18-150,Non-Fatal,Substantial,1.0,Reciprocating,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,PIPER_PA-18-150
1982-06-16,"ROCHE HARBOR, WA",United States,Airplane,PIPER,PA-28-180,Non-Fatal,Destroyed,1.0,Reciprocating,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,PIPER_PA-28-180
1982-06-16,"DUNKIRK, NY",United States,Airplane,PIPER,PA-28RT-201,Fatal(4),Destroyed,1.0,Reciprocating,4.0,0.0,0.0,4.0,4.0,5.0,0.8,0.0,1,PIPER_PA-28RT-201
1982-06-16,"TULSA, OK",United States,Airplane,CESSNA,152,Non-Fatal,Destroyed,1.0,Reciprocating,0.0,0.0,2.0,0.0,2.0,3.0,0.0,0.0,1,CESSNA_152
1982-06-16,"WHITE SULPHUR S, MT",United States,Helicopter,AEROSPATIALE,SA 315B,Non-Fatal,Destroyed,1.0,Turbo Shaft,0.0,1.0,1.0,1.0,2.0,3.0,0.0,0.3333333333333333,1,AEROSPATIALE_SA 315B
1982-06-16,"NEAR PORT HEIDE, AK",United States,Airplane,DE HAVILLAND,DHC-6-100,Incident,Minor,2.0,Turbo Prop,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,DE HAVILLAND_DHC-6-100
1982-06-16,"HUDSONVILLE, MI",United States,Helicopter,BELL,47G-2A,Non-Fatal,Substantial,1.0,Unknown,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,BELL_47G-2A
1982-06-16,"10 SW FALLS CIT, NE",United States,Airplane,CESSNA,152,Non-Fatal,Substantial,1.0,Reciprocating,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,CESSNA_152
1982-06-16,"EDGERLY, LA",United States,Airplane,AYRES,S-2R,Non-Fatal,Substantial,1.0,Reciprocating,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,AYRES_S-2R
1982-06-16,"PICHER, OK",United States,Airplane,BOEING,75A,Non-Fatal,Substantial,1.0,Reciprocating,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,BOEING_75A
1982-06-17,"CHARLEVOIX, MI",United States,Airplane,PIPER,PA-32,Fatal(2),Destroyed,1.0,Reciprocating,2.0,0.0,0.0,2.0,2.0,3.0,0.6666666666666666,0.0,1,PIPER_PA-32
1982-06-17,"DANVILLE, OH",United States,Airplane,CESSNA,152,Fatal(1),Destroyed,1.0,Reciprocating,1.0,1.0,0.0,2.0,2.0,3.0,0.3333333333333333,0.3333333333333333,1,CESSNA_152
1982-06-17,"FRANKLIN, NC",United States,Airplane,BEECH,F35,Non-Fatal,Destroyed,1.0,Reciprocating,0.0,1.0,0.0,1.0,1.0,2.0,0.0,0.5,1,BEECH_F35
1982-06-17,"KINGMAN, KS",United States,Airplane,CESSNA,T303,Non-Fatal,Substantial,2.0,Reciprocating,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,CESSNA_T303
1982-06-17,"GARDNER, KS",United States,Airplane,CESSNA,120,Non-Fatal,Substantial,1.0,Reciprocating,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,CESSNA_120
1982-06-17,"HOUSTON, TX",United States,Airplane,CESSNA,172,Non-Fatal,Substantial,1.0,Reciprocating,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,CESSNA_172
1982-06-17,"BISHOP, TX",United States,Airplane,ROCKWELL,S2R,Non-Fatal,Substantial,1.0,Reciprocating,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,ROCKWELL_S2R
1982-06-17,"AMARILLO, TX",United States,Airplane,CESSNA,A185E,Non-Fatal,Substantial,1.0,Reciprocating,0.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,0,CESSNA_A185E
1982-06-17,"COLORADO SPRING, CO",United States,Airplane,CESSNA,172,Non-Fatal,Substantial,1.0,Reciprocating,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,CESSNA_172
1982-06-17,"NEAR EKWOK, AK",United States,Airplane,PIPER,PA-32-300,Non-Fatal,Substantial,1.0,Reciprocating,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,PIPER_PA-32-300
1982-06-18,"MT ST HELENS, WA",United States,Helicopter,HUGHES,269B,Non-Fatal,Destroyed,1.0,Reciprocating,0.0,0.0,3.0,0.0,3.0,4.0,0.0,0.0,1,HUGHES_269B
1982-06-18,"FRESNO, CA",United States,Airplane,BEECH,H-18,Non-Fatal,Destroyed,2.0,Reciprocating,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,BEECH_H-18
1982-06-18,"WOODBINE, MD",United States,Airplane,BELLANCA,7GCBC,Fatal(2),Destroyed,1.0,Reciprocating,2.0,0.0,0.0,2.0,2.0,3.0,0.6666666666666666,0.0,1,BELLANCA_7GCBC
1982-06-18,"RIPLEY, IN",United States,Airplane,PIPER,PA-25-235,Non-Fatal,Destroyed,1.0,Reciprocating,0.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,1,PIPER_PA-25-235
1982-06-18,"NEAR CHINITNA B, AK",United States,Airplane,CESSNA,185F,Fatal(1),Destroyed,1.0,Reciprocating,1.0,0.0,0.0,1.0,1.0,2.0,0.5,0.0,1,CESSNA_185F
1982-06-18,"FORT FAIRFIELD, ME",United States,Airplane,CESSNA,182H,Non-Fatal,Substantial,1.0,Reciprocating,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,CESSNA_182H
1982-06-18,"PLAINVILLE, CT",United States,Airplane,BEECH,A23-19,Non-Fatal,Substantial,1.0,Reciprocating,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,BEECH_A23-19
1982-06-18,"APPLETON CITY, MO",United States,Airplane,CESSNA,A188,Non-Fatal,Substantial,1.0,Reciprocating,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,CESSNA_A188
1982-06-18,"GRAND FORKS, ND",United States,Airplane,CESSNA,152,Non-Fatal,Substantial,1.0,Reciprocating,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,CESSNA_152
1982-06-18,"NORTH MYRTLE BE, SC",United States,Airplane,CESSNA,402C,Non-Fatal,Substantial,2.0,Reciprocating,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,CESSNA_402C
1982-06-18,"BEEDEVILLE, AR",United States,Airplane,GRUMMAN,G164B,Non-Fatal,Substantial,1.0,Reciprocating,0.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,0,GRUMMAN_G164B
1982-06-19,"OREGON CITY, OR",United States,Airplane,CESSNA,170A,Non-Fatal,Destroyed,1.0,Reciprocating,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,CESSNA_170A
1982-06-19,"NEAR STUART, FL",United States,Airplane,CESSNA,337,Non-Fatal,Destroyed,2.0,Reciprocating,0.0,1.0,0.0,1.0,1.0,2.0,0.0,0.5,1,CESSNA_337
1982-06-19,"SCOTTSDALE, AZ",United States,Airplane,CESSNA,152,Non-Fatal,Destroyed,1.0,Reciprocating,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,CESSNA_152
1982-06-19,"FREMONT, CA",United States,Airplane,CESSNA,172,Non-Fatal,Destroyed,1.0,Reciprocating,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,CESSNA_172
1982-06-19,"DULUTH, MN",United States,Airplane,MOONEY,M20J,Non-Fatal,Destroyed,1.0,Reciprocating,0.0,1.0,2.0,1.0,3.0,4.0,0.0,0.25,1,MOONEY_M20J
1982-06-19,"FAIRFIELD, IL",United States,Airplane,BELLANCA,73CA,Non-Fatal,Destroyed,1.0,Reciprocating,0.0,1.0,0.0,1.0,1.0,2.0,0.0,0.5,1,BELLANCA_73CA
1982-06-19,"OCEAN SPRINGS, MS",United States,Airplane,CESSNA,R182,Fatal(3),Destroyed,1.0,Reciprocating,3.0,0.0,0.0,3.0,3.0,4.0,0.75,0.0,1,CESSNA_R182
1982-06-19,"ATLANTA, GA",United States,Airplane,PIPER,PA-28-161,Non-Fatal,Destroyed,1.0,Reciprocating,0.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,1,PIPER_PA-28-161
1982-06-19,"RICHLAND, NY",United States,Airplane,STINSON,180-2,Non-Fatal,Substantial,1.0,Reciprocating,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,STINSON_180-2
1982-06-19,"CLEARWATER, FL",United States,Airplane,CESSNA,421B,Non-Fatal,Substantial,2.0,Reciprocating,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,CESSNA_421B
1982-06-19,"JACKSON, LA",United States,Airplane,BEECH,77,Non-Fatal,Substantial,1.0,Reciprocating,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,BEECH_77
1982-06-19,"LAUREL, MT",United States,Airplane,LUSCOMBE,8A,Non-Fatal,Substantial,1.0,Reciprocating,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,LUSCOMBE_8A
1982-06-19,"JACKSON, MT",United States,Airplane,PIPER,PA-28-151,Non-Fatal,Substantial,1.0,Reciprocating,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,PIPER_PA-28-151
1982-06-19,"NEAR RAWLINS, WY",United States,Airplane,PIPER,PA-20,Non-Fatal,Substantial,1.0,Reciprocating,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,PIPER_PA-20
1982-06-19,"PRINCETON, MN",United States,Airplane,CESSNA,170B,Non-Fatal,Substantial,1.0,Reciprocating,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,CESSNA_170B
1982-06-19,"PARDEEVILLE, WI",United States,Airplane,PIPER,PA-28-151,Non-Fatal,Substantial,1.0,Reciprocating,0.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,0,PIPER_PA-28-151
1982-06-19,"DODGEVILLE, WI",United States,Airplane,PIPER,PA-28-140,Non-Fatal,Substantial,1.0,Reciprocating,0.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,0,PIPER_PA-28-140
1982-06-19,"TUSCALOOSA, AL",United States,Airplane,CESSNA,182B,Non-Fatal,Substantial,1.0,Reciprocating,0.0,0.0,2.0,0.0,2.0,3.0,0.0,0.0,0,CESSNA_182B
1982-06-19,"SETTLERS BAY, AK",United States,Airplane,TAYLORCRAFT,BC-12D,Non-Fatal,Substantial,1.0,Reciprocating,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,TAYLORCRAFT_BC-12D
1982-06-19,"LA PORTE, IN",United States,Airplane,TAYLORCRAFT,BC12-D,Non-Fatal,Substantial,1.0,Reciprocating,0.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,0,TAYLORCRAFT_BC12-D
1982-06-20,"GRANADA HILLS, CA",United States,Airplane,CESSNA,172,Non-Fatal,Destroyed,1.0,Reciprocating,0.0,1.0,0.0,1.0,1.0,2.0,0.0,0.5,1,CESSNA_172
1982-06-20,"WESTLEY, CA",United States,Airplane,BELLANCA,8KCAB,Fatal(1),Destroyed,1.0,Reciprocating,1.0,0.0,0.0,1.0,1.0,2.0,0.5,0.0,1,BELLANCA_8KCAB
1982-06-20,"DAUPHIN ISLAND, AL",United States,Airplane,MOONEY,M20J,Incident,Minor,1.0,Reciprocating,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,MOONEY_M20J
1982-06-20,"CHULUOTA, FL",United States,Airplane,CESSNA,182P,Non-Fatal,Substantial,1.0,Reciprocating,0.0,0.0,2.0,0.0,2.0,3.0,0.0,0.0,0,CESSNA_182P
1982-06-20,"PACOIMA, CA",United States,Airplane,CESSNA,170B,Non-Fatal,Substantial,1.0,Reciprocating,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,CESSNA_170B
1982-06-20,"TULSA, OK",United States,Airplane,BOEING,A75L300,Non-Fatal,Substantial,1.0,Reciprocating,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,BOEING_A75L300
1982-06-20,"WENDOVER, UT",United States,Airplane,LUSCOMBE,8A,Non-Fatal,Substantial,1.0,Reciprocating,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,LUSCOMBE_8A
1982-06-20,"HOBART, IN",United States,Airplane,PIPER,PA-18,Non-Fatal,Substantial,1.0,Reciprocating,0.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,0,PIPER_PA-18
1982-06-20,"SANDY HOOK BEAC, NJ",United States,Airplane,PIPER,PA-18-150,Non-Fatal,Substantial,1.0,Reciprocating,0.0,1.0,0.0,1.0,1.0,2.0,0.0,0.5,0,PIPER_PA-18-150
1982-06-20,"JAMESTOWN, RI",United States,Helicopter,BELL,206B,Non-Fatal,Substantial,1.0,Turbo Shaft,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,BELL_206B
1982-06-21,"LAKELAND, FL",United States,Airplane,AERO COMMANDER,S2R,Fatal(1),Destroyed,1.0,Reciprocating,1.0,0.0,0.0,1.0,1.0,2.0,0.5,0.0,1,AERO COMMANDER_S2R
1982-06-21,"NEAR HORSESHOE, FL",United States,Airplane,CESSNA,310,Non-Fatal,Destroyed,2.0,Reciprocating,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,CESSNA_310
1982-06-21,"ONTARIO, CA",United States,Airplane,BEECH,95-C55,Non-Fatal,Destroyed,2.0,Reciprocating,0.0,2.0,0.0,2.0,2.0,3.0,0.0,0.6666666666666666,1,BEECH_95-C55
1982-06-21,"JAMUL, CA",United States,Airplane,CESSNA,P210N,Fatal(1),Destroyed,1.0,Reciprocating,1.0,0.0,0.0,1.0,1.0,2.0,0.5,0.0,1,CESSNA_P210N
1982-06-21,"WILDSVILLE, LA",United States,Airplane,PIPER,PA-36-375,Fatal(1),Destroyed,1.0,Reciprocating,1.0,0.0,0.0,1.0,1.0,2.0,0.5,0.0,1,PIPER_PA-36-375
1982-06-21,"LOMA, CO",United States,Airplane,CESSNA,182,Non-Fatal,Destroyed,1.0,Reciprocating,0.0,1.0,1.0,1.0,2.0,3.0,0.0,0.3333333333333333,1,CESSNA_182
1982-06-21,"DILLON, MT",United States,Helicopter,AEROSPATIALE,SA-315B,Non-Fatal,Destroyed,1.0,Turbo Shaft,0.0,3.0,1.0,3.0,4.0,5.0,0.0,0.6,1,AEROSPATIALE_SA-315B
1982-06-21,"OLD FORGE, NY",United States,Airplane,CESSNA,172H,Non-Fatal,Substantial,1.0,Reciprocating,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,CESSNA_172H
1982-06-21,"FORT WORTH, TX",United States,Airplane,CESSNA,310P,Non-Fatal,Substantial,2.0,Reciprocating,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,CESSNA_310P
1982-06-21,"GREENVILLE, IL",United States,Airplane,CESSNA,337B,Non-Fatal,Substantial,2.0,Reciprocating,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,CESSNA_337B
1982-06-21,"ST. MARY'S, AK",United States,Airplane,CESSNA,172,Non-Fatal,Substantial,1.0,Reciprocating,0.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,0,CESSNA_172
1982-06-21,"GRANTS, NM",United States,Airplane,PIPER,PA-32-300,Non-Fatal,Substantial,1.0,Reciprocating,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,PIPER_PA-32-300
1982-06-21,"EUDORA, AR",United States,Airplane,ROCKWELL,INTL S-2R,Non-Fatal,Substantial,1.0,Reciprocating,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,ROCKWELL_INTL S-2R
1982-06-22,"FRENCH SETTLEME, LA",United States,Airplane,PIPER,PA-38-112,Non-Fatal,Destroyed,1.0,Reciprocating,0.0,2.0,0.0,2.0,2.0,3.0,0.0,0.6666666666666666,1,PIPER_PA-38-112
1982-06-22,"CAMERON, MT",United States,Airplane,PIPER,PA-28-R-180,Non-Fatal,Destroyed,1.0,Reciprocating,0.0,3.0,1.0,3.0,4.0,5.0,0.0,0.6,1,PIPER_PA-28-R-180
1982-06-22,"COY, AR",United States,Airplane,GRUMMAN,G-164A,Non-Fatal,Substantial,1.0,Reciprocating,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,GRUMMAN_G-164A
1982-06-22,"DENTON, TX",United States,Airplane,PIPER,PA-38-112,Non-Fatal,Substantial,1.0,Reciprocating,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,PIPER_PA-38-112
1982-06-22,"FOWLERVILLE, MI",United States,Airplane,CESSNA,170B,Non-Fatal,Substantial,1.0,Reciprocating,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,CESSNA_170B
1982-06-22,"CHRISTIANSBURG, VA",United States,Airplane,CESSNA,150M,Non-Fatal,Substantial,1.0,Reciprocating,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,CESSNA_150M
1982-06-22,"ABBEVILLE, SC",United States,Airplane,CESSNA,R182,Non-Fatal,Substantial,1.0,Reciprocating,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,CESSNA_R182
1982-06-22,"IMPERIAL, CA",United States,Airplane,PIPER,PA-36-285,Non-Fatal,Substantial,1.0,Reciprocating,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,PIPER_PA-36-285
1982-06-22,"JENNINGS, LA",United States,Airplane,GRUMMAN,G-164A,Non-Fatal,Substantial,1.0,Reciprocating,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,GRUMMAN_G-164A
1982-06-22,"DURANGO, CO",United States,Airplane,PIPER,PA-32RT-300T,Non-Fatal,Substantial,1.0,Reciprocating,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,PIPER_PA-32RT-300T
1982-06-23,"LOPEZ ISLAND, WA",United States,Airplane,STINSON,108-3,Non-Fatal,Destroyed,1.0,Reciprocating,0.0,2.0,0.0,2.0,2.0,3.0,0.0,0.6666666666666666,1,STINSON_108-3
1982-06-23,"DEERFIELD FIELD, FL",United States,Airplane,PIPER,PA-38-112,Non-Fatal,Destroyed,1.0,Reciprocating,0.0,0.0,2.0,0.0,2.0,3.0,0.0,0.0,1,PIPER_PA-38-112
1982-06-23,"DARDANELLE, CA",United States,Helicopter,AEROSPATIALE,SA-316B,Fatal(3),Destroyed,1.0,Turbo Shaft,3.0,0.0,0.0,3.0,3.0,4.0,0.75,0.0,1,AEROSPATIALE_SA-316B
1982-06-23,"TALKEETNA, AK",United States,Airplane,PIPER,PA-14,Fatal(1),Destroyed,1.0,Reciprocating,1.0,1.0,2.0,2.0,4.0,5.0,0.2,0.2,1,PIPER_PA-14
1982-06-23,"TOLEDO, WA",United States,Airplane,PIPER,PA-28-180,Non-Fatal,Substantial,1.0,Reciprocating,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,PIPER_PA-28-180
1982-06-23,"COLUMBIA, MO",United States,Airplane,BELLANCA,17-30,Non-Fatal,Substantial,1.0,Reciprocating,0.0,2.0,1.0,2.0,3.0,4.0,0.0,0.5,0,BELLANCA_17-30
1982-06-23,"PORTERVILLE, CA",United States,Airplane,AERONCA,7AC,Non-Fatal,Substantial,1.0,Reciprocating,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,AERONCA_7AC
1982-06-23,"MAPLE PLAIN, MN",United States,Airplane,AERONCA,7AC,Non-Fatal,Substantial,1.0,Reciprocating,0.0,2.0,0.0,2.0,2.0,3.0,0.0,0.6666666666666666,0,AERONCA_7AC
