Event.Date,Location,Country,Aircraft.Category,Make,Model,Injury.Severity,Aircraft.damage,Number.of.Engines,Engine.Type,Total.Fatal.Injuries,Total.Serious.Injuries,Total.Minor.Injuries
1982-01-05 00:00:00,"ITHACA, NY",United States,Airplane,Piper,PA-31,Fatal(2),Destroyed,2.0,Reciprocating,2.0,0.0,0.0
1982-01-05 00:00:00,"PENSACOLA, FL",United States,Airplane,Rockwell,114,Incident,Minor,1.0,Reciprocating,0.0,0.0,0.0
1982-01-05 00:00:00,"LONOKE, AR",United States,Airplane,Piper,PA-24-250,Non-Fatal,Substantial,1.0,Reciprocating,0.0,1.0,0.0
1982-01-05 00:00:00,"GASTONIA, NC",United States,Airplane,Piper,PA-28R-200,Non-Fatal,Substantial,1.0,Reciprocating,0.0,0.0,0.0
1982-01-05 00:00:00,"SPRINGERVILLE, AZ",United States,Airplane,Cessna,TR182,Non-Fatal,Substantial,1.0,Reciprocating,0.0,0.0,0.0
1982-01-05 00:00:00,"BETHEL, AK",United States,Airplane,Cessna,A185F,Non-Fatal,Substantial,1.0,Reciprocating,0.0,2.0,0.0
1982-01-06 00:00:00,"ROLLA, MO",United States,Airplane,Cessna,340,Non-Fatal,Substantial,2.0,Reciprocating,0.0,0.0,0.0
1982-01-06 00:00:00,"MAMMOTH LAKES, CA",United States,Helicopter,Aerospatiale,SA-316B,Non-Fatal,Substantial,1.0,Turbo Shaft,0.0,0.0,0.0
1982-01-06 00:00:00,"JACKSON, WY",United States,Airplane,Beech,35,Non-Fatal,Substantial,1.0,Reciprocating,0.0,0.0,0.0
1982-01-06 00:00:00,"PAXTON, IL",United States,Airplane,Cessna,152,Non-Fatal,Substantial,1.0,Reciprocating,0.0,0.0,0.0
1982-01-06 00:00:00,"HILTON HEAD, SC",United States,Airplane,Mooney,M-20J,Non-Fatal,Substantial,1.0,Reciprocating,0.0,0.0,0.0
1982-01-06 00:00:00,"NEAR BAKERSFIEL, CA",United States,Airplane,Boeing,A75,Non-Fatal,Substantial,1.0,Reciprocating,0.0,1.0,0.0
1982-01-07 00:00:00,"HELENA, MT",United States,Airplane,Cessna,210,Fatal(2),Destroyed,1.0,Reciprocating,2.0,0.0,0.0
1982-01-07 00:00:00,"WESTMINISTER, MD",United States,Airplane,Beech,V35,Non-Fatal,Substantial,1.0,Reciprocating,0.0,0.0,0.0
1982-01-07 00:00:00,"LAREDO, TX",United States,Airplane,Curtis,C46,Non-Fatal,Substantial,2.0,Reciprocating,0.0,0.0,0.0
1982-01-08 00:00:00,"ODESSA, FL",United States,Airplane,Cessna,172M,Fatal(1),Destroyed,1.0,Reciprocating,1.0,0.0,0.0
1982-01-08 00:00:00,"NEW PHILADELPHI, OH",United States,Airplane,Piper,PA-28-140,Fatal(1),Destroyed,1.0,Reciprocating,1.0,1.0,0.0
1982-01-08 00:00:00,"PULLMAN, WA",United States,Airplane,Cessna,TU206G,Non-Fatal,Substantial,1.0,Reciprocating,0.0,0.0,0.0
1982-01-08 00:00:00,"CUTCHOGUE, NY",United States,Airplane,Cessna,152,Non-Fatal,Substantial,1.0,Reciprocating,0.0,0.0,0.0
1982-01-08 00:00:00,"LIBERTY, MO",United States,Airplane,Piper,PA-24-250,Non-Fatal,Substantial,1.0,Reciprocating,0.0,0.0,0.0
1982-01-08 00:00:00,"PEORIA, IL",United States,Airplane,Cessna,152,Non-Fatal,Substantial,1.0,Reciprocating,0.0,0.0,0.0
1982-01-08 00:00:00,"SANDUSKY, OH",United States,Airplane,Cessna,172N,Non-Fatal,Substantial,1.0,Reciprocating,0.0,0.0,0.0
1982-01-08 00:00:00,"GRANTITEVILLE, SC",United States,Airplane,Cessna,152,Non-Fatal,Substantial,1.0,Reciprocating,0.0,0.0,0.0
1982-01-09 00:00:00,"NAPA, CA",United States,Airplane,Cessna,P210N,Non-Fatal,Substantial,1.0,Reciprocating,0.0,1.0,0.0
1982-01-09 00:00:00,"FRUIT VALE, TX",United States,Airplane,Cessna,172,Non-Fatal,Substantial,1.0,Reciprocating,0.0,0.0,0.0
1982-01-09 00:00:00,"TOMBALL, TX",United States,Airplane,Piper,PA-34,Non-Fatal,Substantial,2.0,Reciprocating,0.0,0.0,0.0
1982-01-09 00:00:00,"MOKULEIA, HI",United States,Airplane,Cessna,305 (L-19),Non-Fatal,Substantial,1.0,Reciprocating,0.0,0.0,0.0
1982-01-09 00:00:00,"STEAMBOAT SPRIN, CO",United States,Airplane,Cessna,182A,Non-Fatal,Substantial,1.0,Reciprocating,0.0,0.0,0.0
1982-01-10 00:00:00,"OKEECHOBEE, FL",United States,Airplane,Piper,PA-23-250,Non-Fatal,Destroyed,2.0,Reciprocating,0.0,2.0,0.0
1982-01-10 00:00:00,"BULLHEAD CITY, AZ",United States,Airplane,Cessna,172N,Non-Fatal,Destroyed,1.0,Reciprocating,0.0,0.0,0.0
1982-01-10 00:00:00,"WHEELING, IL",United States,Airplane,Piper,23-250,Non-Fatal,Destroyed,2.0,Reciprocating,0.0,0.0,0.0
1982-01-10 00:00:00,"HENDERSON, NC",United States,Airplane,Mooney,M20G,Fatal(1),Destroyed,1.0,Reciprocating,1.0,1.0,0.0
1982-01-10 00:00:00,"MOJAVE, CA",United States,Airplane,Cessna,TU206F,Non-Fatal,Substantial,1.0,Reciprocating,0.0,0.0,4.0
1982-01-10 00:00:00,"UPLAND, CA",United States,Airplane,Quickie,1,Non-Fatal,Substantial,1.0,Reciprocating,0.0,0.0,0.0
1982-01-10 00:00:00,"QUINHAGAK, AK",United States,Airplane,Cessna,U206,Non-Fatal,Substantial,1.0,Reciprocating,0.0,0.0,3.0
1982-01-11 00:00:00,"NEAR BOZEMAN, MT",United States,Airplane,Piper,PA-28-140,Non-Fatal,Destroyed,1.0,Reciprocating,0.0,1.0,1.0
1982-01-11 00:00:00,"RIVERTON, WY",United States,Airplane,Cessna,210N,Fatal(4),Destroyed,1.0,Reciprocating,4.0,1.0,1.0
1982-01-11 00:00:00,"SAQUACHE, CO",United States,Airplane,Cessna,180,Non-Fatal,Substantial,1.0,Reciprocating,0.0,0.0,0.0
1982-01-11 00:00:00,"AUBURN, AL",United States,Airplane,Cessna,310L,Non-Fatal,Substantial,2.0,Reciprocating,0.0,0.0,0.0
1982-01-12 00:00:00,"CHICAGO, IL",United States,Airplane,Lockheed,L-1011,Incident,Unknown,3.0,Turbo Fan,0.0,0.0,0.0
1982-01-12 00:00:00,"CLARKSBURG, WV",United States,Airplane,Embraer,EMB-110P1,Incident,Minor,2.0,Turbo Prop,0.0,0.0,0.0
1982-01-12 00:00:00,"ABERDEEN, MS",United States,Airplane,Cessna,414,Non-Fatal,Destroyed,2.0,Reciprocating,0.0,0.0,3.0
1982-01-12 00:00:00,"ADDISON, TX",United States,Airplane,Beech,P35,Non-Fatal,Substantial,1.0,Reciprocating,0.0,1.0,0.0
1982-01-13 00:00:00,"MONTICELLO, FL",United States,Airplane,Grumman,AA5B,Non-Fatal,Destroyed,1.0,Reciprocating,0.0,0.0,0.0
1982-01-13 00:00:00,"WATONGA, OK",United States,Airplane,Piper,PA-28R-201T,Non-Fatal,Substantial,1.0,Reciprocating,0.0,0.0,0.0
1982-01-13 00:00:00,"HOBBS, NM",United States,Airplane,Beech,A23-24,Non-Fatal,Substantial,1.0,Reciprocating,0.0,0.0,0.0
1982-01-13 00:00:00,"SPOKANE, WA",United States,Airplane,Piper,PA-31-350,Non-Fatal,Substantial,2.0,Reciprocating,0.0,0.0,0.0
1982-01-15 00:00:00,"28 MI ENE OGDEN, UT",United States,Airplane,Cessna,T210N,Fatal(3),Destroyed,1.0,Reciprocating,3.0,0.0,0.0
1982-01-15 00:00:00,"MALONE, FL",United States,Airplane,Cessna,172,Non-Fatal,Substantial,1.0,Reciprocating,0.0,0.0,0.0
1982-01-15 00:00:00,"S.E. OF MALTA, ID",United States,Helicopter,Hughes,269C,Non-Fatal,Substantial,1.0,Reciprocating,0.0,0.0,0.0
1982-01-15 00:00:00,"SPOKANE, WA",United States,Airplane,Cessna,140,Non-Fatal,Substantial,1.0,Reciprocating,0.0,0.0,0.0
1982-01-15 00:00:00,"JAMAICA, NY",United States,Airplane,Swearingen,SA 226-TC,Non-Fatal,Substantial,2.0,Turbo Prop,0.0,1.0,2.0
1982-01-15 00:00:00,"ANOKA, MN",United States,Airplane,Beech,C-45H,Non-Fatal,Substantial,2.0,Reciprocating,0.0,0.0,0.0
1982-01-15 00:00:00,"NEAR NUIQSUT, AK",United States,Airplane,De Havilland,DHC-2-MK3,Non-Fatal,Substantial,1.0,Turbo Prop,0.0,0.0,0.0
1982-01-16 00:00:00,"HOUMA, LA",United States,Helicopter,Bell Helicopter,206L-1,Fatal(1),Destroyed,1.0,Turbo Shaft,1.0,2.0,0.0
1982-01-16 00:00:00,"SWANTON, VT",United States,Airplane,Cessna,150M,Non-Fatal,Substantial,1.0,Reciprocating,0.0,0.0,0.0
1982-01-17 00:00:00,"DAVIS, CA",United States,Airplane,Cessna,150M,Fatal(1),Destroyed,1.0,Reciprocating,1.0,0.0,0.0
1982-01-17 00:00:00,"MOJAVE, CA",United States,Airplane,Bede Aircraft,BD-5B,Fatal(1),Destroyed,1.0,Reciprocating,1.0,0.0,0.0
1982-01-17 00:00:00,"SUNFLOWER, AZ",United States,Airplane,Cessna,182P,Non-Fatal,Destroyed,1.0,Reciprocating,0.0,0.0,1.0
1982-01-17 00:00:00,"HONOLULU, HI",United States,Airplane,Convair,440,Non-Fatal,Destroyed,2.0,Reciprocating,0.0,0.0,2.0
1982-01-17 00:00:00,"PORT MANSFIELD, TX",United States,Airplane,Piper,PA-31,Fatal(1),Destroyed,2.0,Reciprocating,1.0,0.0,0.0
1982-01-17 00:00:00,"DELTA, UT",United States,Airplane,Piper,PA-31T,Non-Fatal,Destroyed,2.0,Turbo Prop,0.0,0.0,3.0
1982-01-17 00:00:00,"PICAYUNE, MS",United States,Airplane,Beech,F50,Fatal(2),Destroyed,2.0,Reciprocating,2.0,0.0,0.0
1982-01-17 00:00:00,"ANCHORAGE, AK",United States,Airplane,Cessna,150,Non-Fatal,Destroyed,1.0,Reciprocating,0.0,0.0,1.0
1982-01-17 00:00:00,"CEDAR CITY, UT",United States,Airplane,Cessna,180E,Non-Fatal,Substantial,1.0,Reciprocating,0.0,0.0,0.0
1982-01-17 00:00:00,"TULUKSAK, AK",United States,Airplane,Cessna,170B,Non-Fatal,Substantial,1.0,Reciprocating,0.0,0.0,0.0
1982-01-17 00:00:00,"CENTERVILLE, AL",United States,Helicopter,Bell,206B,Non-Fatal,Substantial,1.0,Turbo Shaft,0.0,0.0,0.0
1982-01-18 00:00:00,"ORCHARDS, WA",United States,Airplane,Beech,C23,Non-Fatal,Destroyed,1.0,Reciprocating,0.0,2.0,2.0
1982-01-18 00:00:00,"DOWNIEVILLE, CA",United States,Airplane,Cessna,172M,Fatal(1),Destroyed,1.0,Reciprocating,1.0,0.0,0.0
1982-01-18 00:00:00,"BLAIRSVILLE, GA",United States,Airplane,Piper,PA-28-180,Fatal(3),Destroyed,1.0,Reciprocating,3.0,0.0,0.0
1982-01-18 00:00:00,"S.E. OF HOUMA, LA",United States,Airplane,Cessna,180K,Non-Fatal,Substantial,1.0,Reciprocating,0.0,0.0,0.0
1982-01-18 00:00:00,"MADISON COUNTY, AL",United States,Airplane,Cessna,210L,Fatal(4),Substantial,1.0,Reciprocating,4.0,0.0,0.0
1982-01-19 00:00:00,"CEDAR VALE, KS",United States,Airplane,Mooney,M20F,Fatal(1),Destroyed,1.0,Reciprocating,1.0,0.0,0.0
1982-01-19 00:00:00,"STILLWATER, OK",United States,Airplane,Beech,G35,Fatal(2),Destroyed,1.0,Reciprocating,2.0,0.0,0.0
1982-01-19 00:00:00,"WOLF PT., MT",United States,Airplane,Cessna,177B,Fatal(1),Destroyed,1.0,Reciprocating,1.0,2.0,0.0
1982-01-19 00:00:00,"ROCKPORT, TX",United States,Airplane,Grumman,AA5A,Fatal(3),Destroyed,1.0,Reciprocating,3.0,0.0,0.0
1982-01-19 00:00:00,"ROCKPORT, TX",United States,Airplane,Swearingen,SA226-T(B),Fatal(3),Destroyed,2.0,Turbo Prop,3.0,0.0,0.0
