Event.Date,Location,Country,Aircraft.Category,Make,Model,Injury.Severity,Aircraft.damage,Number.of.Engines,Engine.Type,Total.Fatal.Injuries,Total.Serious.Injuries,Total.Minor.Injuries
1982-06-07 00:00:00,"DEVILS LAKE, ND",United States,Airplane,Cessna,188,Non-Fatal,Substantial,1.0,Reciprocating,0.0,0.0,0.0
1982-06-07 00:00:00,"HAMPTON, GA",United States,Airplane,Fokker,DR-1,Non-Fatal,Substantial,1.0,Reciprocating,0.0,0.0,1.0
1982-06-07 00:00:00,"CHICKEN, AK",United States,Airplane,Cessna,170,Non-Fatal,Substantial,1.0,Reciprocating,0.0,0.0,0.0
1982-06-07 00:00:00,"COLUSA, CA",United States,Airplane,Piper,PA-18,Non-Fatal,Substantial,1.0,Reciprocating,0.0,0.0,0.0
1982-06-07 00:00:00,"TRANSYLVANIA, LA",United States,Airplane,Cessna,T188C,Non-Fatal,Substantial,1.0,Reciprocating,0.0,0.0,0.0
1982-06-08 00:00:00,"DAYTON, WA",United States,Airplane,Grumman,G-164A,Non-Fatal,Destroyed,1.0,Reciprocating,0.0,0.0,1.0
1982-06-08 00:00:00,"TOPEKA, KS",United States,Airplane,Cessna,500,Non-Fatal,Unknown,2.0,Turbo Fan,0.0,1.0,0.0
1982-06-08 00:00:00,"HONDO, TX",United States,Airplane,Piper,25-235,Non-Fatal,Destroyed,1.0,Reciprocating,0.0,1.0,0.0
1982-06-08 00:00:00,"GRAHAM, TX",United States,Airplane,Cessna,150,Fatal(1),Destroyed,1.0,Reciprocating,1.0,0.0,0.0
1982-06-08 00:00:00,"BONO, AR",United States,Airplane,Grumman,G164B,Non-Fatal,Destroyed,1.0,Reciprocating,0.0,0.0,0.0
1982-06-08 00:00:00,"GILLETTE, WY",United States,Airplane,Grumman,G-159C,Incident,Unknown,2.0,Turbo Prop,0.0,0.0,0.0
1982-06-08 00:00:00,"CAMBRIDGE, MN",United States,Airplane,Cessna,150,Non-Fatal,Destroyed,1.0,Reciprocating,0.0,0.0,1.0
1982-06-08 00:00:00,"NEAR DILLINGHAM, AK",United States,Airplane,Piper,PA-18,Fatal(2),Destroyed,1.0,Reciprocating,2.0,0.0,0.0
1982-06-08 00:00:00,"2NM NNM REDMOND, WA",United States,Helicopter,Hughes,269A,Non-Fatal,Substantial,1.0,Reciprocating,0.0,0.0,0.0
1982-06-08 00:00:00,"PERKASIE, PA",United States,Airplane,Cessna,150M,Non-Fatal,Substantial,1.0,Reciprocating,0.0,0.0,0.0
1982-06-08 00:00:00,"ANZA, CA",United States,Airplane,Cessna,185,Non-Fatal,Substantial,1.0,Reciprocating,0.0,0.0,0.0
1982-06-08 00:00:00,"TERRELL, TX",United States,Airplane,Beech,35,Non-Fatal,Substantial,1.0,Reciprocating,0.0,0.0,0.0
1982-06-08 00:00:00,"GOULD, AR",United States,Airplane,Cessna,A188B,Non-Fatal,Substantial,1.0,Reciprocating,0.0,0.0,0.0
1982-06-08 00:00:00,"OXFORD, MS",United States,Airplane,Piper,PA-38-112,Non-Fatal,Substantial,1.0,Reciprocating,0.0,0.0,0.0
1982-06-08 00:00:00,"HALLOCK, MN",United States,Airplane,Cessna,188B,Non-Fatal,Substantial,1.0,Reciprocating,0.0,0.0,0.0
1982-06-09 00:00:00,"SHOSHONE, ID",United States,Airplane,Cessna,T210M,Fatal(1),Destroyed,1.0,Reciprocating,1.0,0.0,0.0
1982-06-09 00:00:00,"CENTERPOINT, IN",United States,Airplane,Bellanca,7KCAB,Fatal(2),Destroyed,1.0,Reciprocating,2.0,0.0,0.0
1982-06-09 00:00:00,"ROUND LAKE, NY",United States,Airplane,Cessna,185E,Non-Fatal,Substantial,1.0,Reciprocating,0.0,0.0,0.0
1982-06-09 00:00:00,"GRAYLING, AK",United States,Airplane,Cessna,402B,Non-Fatal,Substantial,2.0,Reciprocating,0.0,0.0,0.0
1982-06-10 00:00:00,"N. GREENVILLE, FL",United States,Helicopter,Bell,47G-4,Non-Fatal,Substantial,1.0,Reciprocating,0.0,0.0,0.0
1982-06-10 00:00:00,"FLAGSTAFF, AZ",United States,Helicopter,Aerospatiale,341G,Non-Fatal,Substantial,1.0,Turbo Shaft,0.0,0.0,0.0
1982-06-10 00:00:00,"CUSHING, OK",United States,Airplane,Cessna,152,Non-Fatal,Substantial,1.0,Reciprocating,0.0,0.0,0.0
1982-06-11 00:00:00,"CATALINA ISLAND, CA",United States,Airplane,Wing,D-1,Fatal(2),Destroyed,2.0,Reciprocating,2.0,0.0,0.0
1982-06-11 00:00:00,"PORTERVILLE, CA",United States,Airplane,North American,0-47B,Non-Fatal,Destroyed,1.0,Reciprocating,0.0,0.0,0.0
1982-06-11 00:00:00,"EGAN, LA",United States,Airplane,Grumman,G-164A,Non-Fatal,Destroyed,1.0,Reciprocating,0.0,1.0,0.0
1982-06-11 00:00:00,"SOMERVILLE, TX",United States,Airplane,Cessna,206-5,Non-Fatal,Destroyed,1.0,Reciprocating,0.0,0.0,0.0
1982-06-11 00:00:00,"HAZARD, KY",United States,Helicopter,Aerospatiale,AS350D,Non-Fatal,Destroyed,1.0,Turbo Shaft,0.0,1.0,2.0
1982-06-11 00:00:00,"QUINCY, WA",United States,Airplane,Beech,B19,Non-Fatal,Substantial,1.0,Reciprocating,0.0,0.0,0.0
1982-06-11 00:00:00,"DANVERS, MA",United States,Airplane,Aeronca,7AC,Non-Fatal,Substantial,1.0,Reciprocating,0.0,0.0,1.0
1982-06-11 00:00:00,"MIDDLETOWN, DE",United States,Airplane,Gregg,KR-2,Non-Fatal,Substantial,1.0,Reciprocating,0.0,0.0,1.0
1982-06-11 00:00:00,"MONONGAHELA, PA",United States,Airplane,Cessna,172,Non-Fatal,Substantial,1.0,Reciprocating,0.0,0.0,0.0
1982-06-11 00:00:00,"ABILENE, TX",United States,Airplane,Learjet,23,Non-Fatal,Substantial,2.0,Turbo Jet,0.0,0.0,0.0
1982-06-11 00:00:00,"SWAN VALLEY, ID",United States,Helicopter,Bell,206B,Non-Fatal,Substantial,1.0,Turbo Prop,0.0,0.0,0.0
1982-06-11 00:00:00,"DOUGLAS, WY",United States,Helicopter,Bell,47G-3B,Non-Fatal,Substantial,1.0,Reciprocating,0.0,0.0,2.0
1982-06-11 00:00:00,"CENTRAL, UT",United States,Airplane,Cessna,188B,Non-Fatal,Substantial,1.0,Reciprocating,0.0,0.0,0.0
1982-06-11 00:00:00,"ANCHORAGE, AK",United States,Airplane,Piper,PA-18,Non-Fatal,Substantial,1.0,Reciprocating,0.0,0.0,0.0
1982-06-12 00:00:00,"JEROME, ID",United States,Airplane,Cessna,210-5(205),Non-Fatal,Destroyed,1.0,Reciprocating,0.0,0.0,3.0
1982-06-12 00:00:00,"SCHELLSBURG, PA",United States,Airplane,Cessna,172N,Non-Fatal,Destroyed,1.0,Reciprocating,0.0,0.0,2.0
1982-06-12 00:00:00,"YORBA LINDA, CA",United States,Airplane,Piper,PA-28-161,Fatal(4),Destroyed,1.0,Reciprocating,4.0,0.0,0.0
1982-06-12 00:00:00,"CORONA, CA",United States,Airplane,Cessna,140,Fatal(4),Destroyed,1.0,Reciprocating,4.0,0.0,0.0
1982-06-12 00:00:00,"CORONA, CA",United States,Airplane,Cessna,150L,Fatal(4),Destroyed,1.0,Reciprocating,4.0,0.0,0.0
1982-06-12 00:00:00,"DELANO, CA",United States,Airplane,Luscombe,8A,Non-Fatal,Destroyed,1.0,Reciprocating,0.0,2.0,0.0
1982-06-12 00:00:00,"CEDAR, MN",United States,Airplane,Mcclary,MONG SPORT,Fatal(1),Destroyed,1.0,Reciprocating,1.0,0.0,0.0
1982-06-12 00:00:00,"PULASKI, WI",United States,Airplane,Volmer Aircraft,SPORTSMAN,Non-Fatal,Destroyed,1.0,Reciprocating,0.0,0.0,1.0
1982-06-12 00:00:00,"CANANDAIQUA, NY",United States,Airplane,Lake,LA-4-200,Non-Fatal,Substantial,1.0,Reciprocating,0.0,1.0,1.0
1982-06-12 00:00:00,"BIRD CITY, KS",United States,Airplane,Beech,A35,Non-Fatal,Substantial,1.0,Reciprocating,0.0,2.0,1.0
1982-06-12 00:00:00,"MCKINLEYVILLE, CA",United States,Airplane,Cessna,172,Non-Fatal,Substantial,1.0,Reciprocating,0.0,0.0,0.0
1982-06-12 00:00:00,"CHUGIAK, AK",United States,Airplane,Piper,PA-18-150,Fatal(1),Substantial,1.0,Reciprocating,1.0,1.0,0.0
1982-06-12 00:00:00,"MILLVILLE, NJ",United States,Airplane,Midget,MUSTANG,Non-Fatal,Substantial,1.0,Reciprocating,0.0,0.0,0.0
1982-06-12 00:00:00,"MILFORD, IA",United States,Airplane,Cessna,182B,Non-Fatal,Substantial,1.0,Reciprocating,0.0,0.0,0.0
1982-06-13 00:00:00,"SANDY, OR",United States,Airplane,Mooney,M-20,Fatal(1),Destroyed,1.0,Reciprocating,1.0,0.0,0.0
1982-06-13 00:00:00,"INDEPENDENCE, OR",United States,Airplane,Champion,7GCAA,Non-Fatal,Destroyed,1.0,Reciprocating,0.0,0.0,2.0
1982-06-13 00:00:00,"RENTON, WA",United States,Airplane,Cessna,206,Non-Fatal,Unknown,1.0,Reciprocating,0.0,0.0,0.0
1982-06-13 00:00:00,"CAMBRIA, NY",United States,Airplane,Na,64,Non-Fatal,Destroyed,1.0,Reciprocating,0.0,1.0,0.0
1982-06-13 00:00:00,"TRUCKEE, CA",United States,Airplane,Cessna,182,Fatal(2),Destroyed,1.0,Reciprocating,2.0,0.0,0.0
1982-06-13 00:00:00,"ALLEN, TX",United States,Airplane,Cessna,150,Non-Fatal,Destroyed,1.0,Reciprocating,0.0,2.0,0.0
1982-06-13 00:00:00,"RYAN, OK",United States,Airplane,Beech,C-35,Non-Fatal,Destroyed,2.0,Reciprocating,0.0,0.0,4.0
1982-06-13 00:00:00,"MAYFIELD, KY",United States,Airplane,Bellanca,8KCAB,Fatal(1),Destroyed,1.0,Reciprocating,1.0,0.0,0.0
1982-06-13 00:00:00,"SAVANNAH, GA",United States,Airplane,Piper,PA-28-181,Non-Fatal,Destroyed,1.0,Reciprocating,0.0,2.0,1.0
1982-06-13 00:00:00,"MARION, IA",United States,Airplane,Cessna,172N,Non-Fatal,Substantial,1.0,Reciprocating,0.0,0.0,0.0
1982-06-13 00:00:00,"ST LOUIS, MO",United States,Airplane,Cessna,150,Non-Fatal,Substantial,1.0,Reciprocating,0.0,0.0,0.0
1982-06-13 00:00:00,"LANCASTER, CA",United States,Airplane,Cessna,172,Non-Fatal,Substantial,1.0,Reciprocating,0.0,0.0,0.0
1982-06-13 00:00:00,"FORT WORTH, TX",United States,Airplane,Cessna,175,Non-Fatal,Substantial,1.0,Reciprocating,0.0,0.0,1.0
1982-06-13 00:00:00,"DUNCAN, OK",United States,Airplane,Cessna,172,Non-Fatal,Substantial,1.0,Reciprocating,0.0,0.0,0.0
1982-06-13 00:00:00,"MIDLAND, MI",United States,Airplane,Cessna,182RG,Non-Fatal,Substantial,1.0,Reciprocating,0.0,0.0,0.0
1982-06-13 00:00:00,"OCEAN CITY, MD",United States,Airplane,Aeronca,C-3,Non-Fatal,Substantial,1.0,Reciprocating,0.0,1.0,1.0
1982-06-13 00:00:00,"SELDOVIA, AK",United States,Airplane,Cessna,180,Non-Fatal,Substantial,1.0,Reciprocating,0.0,0.0,1.0
1982-06-14 00:00:00,"GOULD, AR",United States,Airplane,Piper,PA-28-140,Non-Fatal,Destroyed,1.0,Reciprocating,0.0,1.0,0.0
1982-06-14 00:00:00,"ATLANTA, GA",United States,Airplane,Piper,PA-23-160,Non-Fatal,Destroyed,2.0,Reciprocating,0.0,2.0,1.0
1982-06-14 00:00:00,"OAKLEY, ID",United States,Airplane,Piper,PA-38-112,Non-Fatal,Substantial,1.0,Reciprocating,0.0,0.0,0.0
1982-06-14 00:00:00,"CONCORD, CA",United States,Helicopter,Robinson,R22,Non-Fatal,Substantial,1.0,Reciprocating,0.0,0.0,0.0
1982-06-14 00:00:00,"LAKEWOOD, AR",United States,Airplane,Weatherly,201C,Non-Fatal,Substantial,1.0,Reciprocating,0.0,0.0,0.0
1982-06-14 00:00:00,"GREENBUSH, MN",United States,Airplane,Cessna,A188B,Non-Fatal,Substantial,1.0,Reciprocating,0.0,0.0,0.0
1982-06-15 00:00:00,"KITTANNING, PA",United States,Helicopter,Bell,47G-3B-1,Fatal(1),Destroyed,1.0,Reciprocating,1.0,2.0,0.0
1982-06-15 00:00:00,"GREENFIELD, CA",United States,Airplane,Weatherly,201B,Non-Fatal,Destroyed,1.0,Reciprocating,0.0,0.0,1.0
1982-06-15 00:00:00,"HARTSHORNE, OK",United States,Airplane,Piper,PA-32R-301,Fatal(3),Destroyed,1.0,Reciprocating,3.0,0.0,0.0
1982-06-15 00:00:00,"ASHEVILLE, NC",United States,Airplane,Cessna,172P,Non-Fatal,Destroyed,1.0,Reciprocating,0.0,3.0,0.0
1982-06-15 00:00:00,"MYRTLE BEACH, SC",United States,Airplane,Beech,A36,Non-Fatal,Destroyed,1.0,Reciprocating,0.0,0.0,1.0
1982-06-15 00:00:00,"DRY BAY, AK",United States,Airplane,Cessna,U206,Non-Fatal,Substantial,1.0,Reciprocating,0.0,0.0,0.0
1982-06-15 00:00:00,"IMLAYSTOWN, NJ",United States,Helicopter,Continental,EL TOMCAT MK5A,Non-Fatal,Substantial,1.0,Reciprocating,0.0,0.0,0.0
1982-06-15 00:00:00,"RACINE, WI",United States,Airplane,Cessna,421,Non-Fatal,Substantial,2.0,Reciprocating,0.0,0.0,0.0
1982-06-15 00:00:00,"LYNCHBURG, VA",United States,Airplane,Piper,22-160,Non-Fatal,Substantial,1.0,Reciprocating,0.0,0.0,1.0
1982-06-15 00:00:00,"NEAR TYONEK, AK",United States,Airplane,Piper,PA-18-150,Non-Fatal,Substantial,1.0,Reciprocating,0.0,0.0,0.0
1982-06-16 00:00:00,"ROCHE HARBOR, WA",United States,Airplane,Piper,PA-28-180,Non-Fatal,Destroyed,1.0,Reciprocating,0.0,0.0,0.0
1982-06-16 00:00:00,"DUNKIRK, NY",United States,Airplane,Piper,PA-28RT-201,Fatal(4),Destroyed,1.0,Reciprocating,4.0,0.0,0.0
1982-06-16 00:00:00,"FIREBAUGH, CA",United States,Airplane,Rockwell Intl.,S-2R,Non-Fatal,Destroyed,1.0,Reciprocating,0.0,1.0,0.0
1982-06-16 00:00:00,"TULSA, OK",United States,Airplane,Cessna,152,Non-Fatal,Destroyed,1.0,Reciprocating,0.0,0.0,2.0
1982-06-16 00:00:00,"WHITE SULPHUR S, MT",United States,Helicopter,Aerospatiale,SA 315B,Non-Fatal,Destroyed,1.0,Turbo Shaft,0.0,1.0,1.0
1982-06-16 00:00:00,"NEAR PORT HEIDE, AK",United States,Airplane,De Havilland,DHC-6-100,Incident,Minor,2.0,Turbo Prop,0.0,0.0,0.0
1982-06-16 00:00:00,"HUDSONVILLE, MI",United States,Helicopter,Bell,47G-2A,Non-Fatal,Substantial,1.0,Unknown,0.0,0.0,0.0
1982-06-16 00:00:00,"10 SW FALLS CIT, NE",United States,Airplane,Cessna,152,Non-Fatal,Substantial,1.0,Reciprocating,0.0,0.0,0.0
1982-06-16 00:00:00,"EDGERLY, LA",United States,Airplane,Ayres,S-2R,Non-Fatal,Substantial,1.0,Reciprocating,0.0,0.0,0.0
1982-06-16 00:00:00,"PICHER, OK",United States,Airplane,Boeing,75A,Non-Fatal,Substantial,1.0,Reciprocating,0.0,0.0,0.0
1982-06-17 00:00:00,"GRAHAM, TX",United States,Airplane,Southern Airmotive Corp Sac,SAC,Non-Fatal,Destroyed,1.0,Reciprocating,0.0,0.0,0.0
1982-06-17 00:00:00,"CHARLEVOIX, MI",United States,Airplane,Piper,PA-32,Fatal(2),Destroyed,1.0,Reciprocating,2.0,0.0,0.0
1982-06-17 00:00:00,"DANVILLE, OH",United States,Airplane,Cessna,152,Fatal(1),Destroyed,1.0,Reciprocating,1.0,1.0,0.0
1982-06-17 00:00:00,"FRANKLIN, NC",United States,Airplane,Beech,F35,Non-Fatal,Destroyed,1.0,Reciprocating,0.0,1.0,0.0
1982-06-17 00:00:00,"ULYSSES, KS",United States,Airplane,Callair,A-9B,Non-Fatal,Substantial,1.0,Reciprocating,0.0,0.0,0.0
1982-06-17 00:00:00,"KINGMAN, KS",United States,Airplane,Cessna,T303,Non-Fatal,Substantial,2.0,Reciprocating,0.0,0.0,0.0
1982-06-17 00:00:00,"GARDNER, KS",United States,Airplane,Cessna,120,Non-Fatal,Substantial,1.0,Reciprocating,0.0,0.0,0.0
1982-06-17 00:00:00,"HOUSTON, TX",United States,Airplane,Cessna,172,Non-Fatal,Substantial,1.0,Reciprocating,0.0,0.0,0.0
1982-06-17 00:00:00,"BISHOP, TX",United States,Airplane,Rockwell,S2R,Non-Fatal,Substantial,1.0,Reciprocating,0.0,0.0,0.0
1982-06-17 00:00:00,"AMARILLO, TX",United States,Airplane,Cessna,A185E,Non-Fatal,Substantial,1.0,Reciprocating,0.0,0.0,1.0
1982-06-17 00:00:00,"COLORADO SPRING, CO",United States,Airplane,Cessna,172,Non-Fatal,Substantial,1.0,Reciprocating,0.0,0.0,0.0
1982-06-17 00:00:00,"NEAR EKWOK, AK",United States,Airplane,Piper,PA-32-300,Non-Fatal,Substantial,1.0,Reciprocating,0.0,0.0,0.0
1982-06-18 00:00:00,"MT ST HELENS, WA",United States,Helicopter,Hughes,269B,Non-Fatal,Destroyed,1.0,Reciprocating,0.0,0.0,3.0
1982-06-18 00:00:00,"FRESNO, CA",United States,Airplane,Beech,H-18,Non-Fatal,Destroyed,2.0,Reciprocating,0.0,0.0,0.0
1982-06-18 00:00:00,"WOODBINE, MD",United States,Airplane,Bellanca,7GCBC,Fatal(2),Destroyed,1.0,Reciprocating,2.0,0.0,0.0
1982-06-18 00:00:00,"RIPLEY, IN",United States,Airplane,Piper,PA-25-235,Non-Fatal,Destroyed,1.0,Reciprocating,0.0,0.0,1.0
1982-06-18 00:00:00,"NEAR CHINITNA B, AK",United States,Airplane,Cessna,185F,Fatal(1),Destroyed,1.0,Reciprocating,1.0,0.0,0.0
1982-06-18 00:00:00,"MARTHA'S VINEYARD, MA",United States,Airplane,Smith,AEROSTAR 601,Non-Fatal,Substantial,2.0,Reciprocating,,,
1982-06-18 00:00:00,"FORT FAIRFIELD, ME",United States,Airplane,Cessna,182H,Non-Fatal,Substantial,1.0,Reciprocating,0.0,0.0,0.0
1982-06-18 00:00:00,"PLAINVILLE, CT",United States,Airplane,Beech,A23-19,Non-Fatal,Substantial,1.0,Reciprocating,0.0,0.0,0.0
1982-06-18 00:00:00,"APPLETON CITY, MO",United States,Airplane,Cessna,A188,Non-Fatal,Substantial,1.0,Reciprocating,0.0,0.0,0.0
1982-06-18 00:00:00,"GRAND FORKS, ND",United States,Airplane,Cessna,152,Non-Fatal,Substantial,1.0,Reciprocating,0.0,0.0,0.0
1982-06-18 00:00:00,"NORTH MYRTLE BE, SC",United States,Airplane,Cessna,402C,Non-Fatal,Substantial,2.0,Reciprocating,0.0,0.0,0.0
1982-06-18 00:00:00,"BEEDEVILLE, AR",United States,Airplane,Grumman,G164B,Non-Fatal,Substantial,1.0,Reciprocating,0.0,0.0,1.0
1982-06-19 00:00:00,"OREGON CITY, OR",United States,Airplane,Cessna,170A,Non-Fatal,Destroyed,1.0,Reciprocating,0.0,0.0,0.0
1982-06-19 00:00:00,"NEAR STUART, FL",United States,Airplane,Cessna,337,Non-Fatal,Destroyed,2.0,Reciprocating,0.0,1.0,0.0
1982-06-19 00:00:00,"SCOTTSDALE, AZ",United States,Airplane,Cessna,152,Non-Fatal,Destroyed,1.0,Reciprocating,0.0,0.0,0.0
1982-06-19 00:00:00,"FREMONT, CA",United States,Airplane,Cessna,172,Non-Fatal,Destroyed,1.0,Reciprocating,0.0,0.0,0.0
1982-06-19 00:00:00,"DULUTH, MN",United States,Airplane,Mooney,M20J,Non-Fatal,Destroyed,1.0,Reciprocating,0.0,1.0,2.0
1982-06-19 00:00:00,"FAIRFIELD, IL",United States,Airplane,Bellanca,73CA,Non-Fatal,Destroyed,1.0,Reciprocating,0.0,1.0,0.0
1982-06-19 00:00:00,"OCEAN SPRINGS, MS",United States,Airplane,Cessna,R182,Fatal(3),Destroyed,1.0,Reciprocating,3.0,0.0,0.0
1982-06-19 00:00:00,"ATLANTA, GA",United States,Airplane,Piper,PA-28-161,Non-Fatal,Destroyed,1.0,Reciprocating,0.0,0.0,1.0
1982-06-19 00:00:00,"RICHLAND, NY",United States,Airplane,Stinson,180-2,Non-Fatal,Substantial,1.0,Reciprocating,0.0,0.0,0.0
1982-06-19 00:00:00,"CLEARWATER, FL",United States,Airplane,Cessna,421B,Non-Fatal,Substantial,2.0,Reciprocating,0.0,0.0,0.0
1982-06-19 00:00:00,"JACKSON, LA",United States,Airplane,Beech,77,Non-Fatal,Substantial,1.0,Reciprocating,0.0,0.0,0.0
1982-06-19 00:00:00,"LAUREL, MT",United States,Airplane,Luscombe,8A,Non-Fatal,Substantial,1.0,Reciprocating,0.0,0.0,0.0
1982-06-19 00:00:00,"JACKSON, MT",United States,Airplane,Piper,PA-28-151,Non-Fatal,Substantial,1.0,Reciprocating,0.0,0.0,0.0
1982-06-19 00:00:00,"NEAR RAWLINS, WY",United States,Airplane,Piper,PA-20,Non-Fatal,Substantial,1.0,Reciprocating,0.0,0.0,0.0
1982-06-19 00:00:00,"PRINCETON, MN",United States,Airplane,Cessna,170B,Non-Fatal,Substantial,1.0,Reciprocating,0.0,0.0,0.0
1982-06-19 00:00:00,"PARDEEVILLE, WI",United States,Airplane,Piper,PA-28-151,Non-Fatal,Substantial,1.0,Reciprocating,0.0,0.0,1.0
1982-06-19 00:00:00,"DODGEVILLE, WI",United States,Airplane,Piper,PA-28-140,Non-Fatal,Substantial,1.0,Reciprocating,0.0,0.0,1.0
1982-06-19 00:00:00,"TUSCALOOSA, AL",United States,Airplane,Cessna,182B,Non-Fatal,Substantial,1.0,Reciprocating,0.0,0.0,2.0
1982-06-19 00:00:00,"SETTLERS BAY, AK",United States,Airplane,Taylorcraft,BC-12D,Non-Fatal,Substantial,1.0,Reciprocating,0.0,0.0,0.0
1982-06-19 00:00:00,"LA PORTE, IN",United States,Airplane,Taylorcraft,BC12-D,Non-Fatal,Substantial,1.0,Reciprocating,0.0,0.0,1.0
1982-06-20 00:00:00,"GRANADA HILLS, CA",United States,Airplane,Cessna,172,Non-Fatal,Destroyed,1.0,Reciprocating,0.0,1.0,0.0
1982-06-20 00:00:00,"WESTLEY, CA",United States,Airplane,Bellanca,8KCAB,Fatal(1),Destroyed,1.0,Reciprocating,1.0,0.0,0.0
1982-06-20 00:00:00,"ROANOKE, TX",United States,Airplane,Varieze,,Fatal(1),Destroyed,1.0,Reciprocating,1.0,1.0,0.0
1982-06-20 00:00:00,"DAUPHIN ISLAND, AL",United States,Airplane,Mooney,M20J,Incident,Minor,1.0,Reciprocating,0.0,0.0,0.0
1982-06-20 00:00:00,"CHULUOTA, FL",United States,Airplane,Cessna,182P,Non-Fatal,Substantial,1.0,Reciprocating,0.0,0.0,2.0
1982-06-20 00:00:00,"PACOIMA, CA",United States,Airplane,Cessna,170B,Non-Fatal,Substantial,1.0,Reciprocating,0.0,0.0,0.0
1982-06-20 00:00:00,"TULSA, OK",United States,Airplane,Boeing,A75L300,Non-Fatal,Substantial,1.0,Reciprocating,0.0,0.0,0.0
1982-06-20 00:00:00,"ROLLA, ND",United States,Airplane,Callair,A-9B,Non-Fatal,Substantial,1.0,Reciprocating,0.0,0.0,0.0
1982-06-20 00:00:00,"WENDOVER, UT",United States,Airplane,Luscombe,8A,Non-Fatal,Substantial,1.0,Reciprocating,0.0,0.0,0.0
1982-06-20 00:00:00,"DELAWARE, OH",United States,Airplane,Peter Clark,SUPER ACRO CUB,Non-Fatal,Substantial,1.0,Reciprocating,0.0,1.0,0.0
1982-06-20 00:00:00,"HOBART, IN",United States,Airplane,Piper,PA-18,Non-Fatal,Substantial,1.0,Reciprocating,0.0,0.0,1.0
1982-06-20 00:00:00,"SANDY HOOK BEAC, NJ",United States,Airplane,Piper,PA-18-150,Non-Fatal,Substantial,1.0,Reciprocating,0.0,1.0,0.0
1982-06-20 00:00:00,"JAMESTOWN, RI",United States,Helicopter,Bell,206B,Non-Fatal,Substantial,1.0,Turbo Shaft,0.0,0.0,0.0
1982-06-21 00:00:00,"LAKELAND, FL",United States,Airplane,Aero Commander,S2R,Fatal(1),Destroyed,1.0,Reciprocating,1.0,0.0,0.0
1982-06-21 00:00:00,"NEAR HORSESHOE, FL",United States,Airplane,Cessna,310,Non-Fatal,Destroyed,2.0,Reciprocating,0.0,0.0,0.0
1982-06-21 00:00:00,"RUSKIN, FL",United States,Helicopter,Brantly,B-2B,Non-Fatal,Destroyed,1.0,Reciprocating,0.0,0.0,0.0
1982-06-21 00:00:00,"ORLAND, CA",United States,Airplane,Ryan,PT-22,Fatal(1),Destroyed,1.0,Reciprocating,1.0,1.0,0.0
1982-06-21 00:00:00,"ONTARIO, CA",United States,Airplane,Beech,95-C55,Non-Fatal,Destroyed,2.0,Reciprocating,0.0,2.0,0.0
1982-06-21 00:00:00,"JAMUL, CA",United States,Airplane,Cessna,P210N,Fatal(1),Destroyed,1.0,Reciprocating,1.0,0.0,0.0
1982-06-21 00:00:00,"WILDSVILLE, LA",United States,Airplane,Piper,PA-36-375,Fatal(1),Destroyed,1.0,Reciprocating,1.0,0.0,0.0
1982-06-21 00:00:00,"LOMA, CO",United States,Airplane,Cessna,182,Non-Fatal,Destroyed,1.0,Reciprocating,0.0,1.0,1.0
1982-06-21 00:00:00,"DILLON, MT",United States,Helicopter,Aerospatiale,SA-315B,Non-Fatal,Destroyed,1.0,Turbo Shaft,0.0,3.0,1.0
1982-06-21 00:00:00,"OLD FORGE, NY",United States,Airplane,Cessna,172H,Non-Fatal,Substantial,1.0,Reciprocating,0.0,0.0,0.0
1982-06-21 00:00:00,"TOMBALL, TX",United States,Airplane,Great Lakes,2T-1A-2,Non-Fatal,Substantial,1.0,Reciprocating,0.0,0.0,0.0
1982-06-21 00:00:00,"FORT WORTH, TX",United States,Airplane,Cessna,310P,Non-Fatal,Substantial,2.0,Reciprocating,0.0,0.0,0.0
1982-06-21 00:00:00,"GREENVILLE, IL",United States,Airplane,Cessna,337B,Non-Fatal,Substantial,2.0,Reciprocating,0.0,0.0,0.0
1982-06-21 00:00:00,"ST. MARY'S, AK",United States,Airplane,Cessna,172,Non-Fatal,Substantial,1.0,Reciprocating,0.0,0.0,1.0
1982-06-21 00:00:00,"GRANTS, NM",United States,Airplane,Piper,PA-32-300,Non-Fatal,Substantial,1.0,Reciprocating,0.0,0.0,0.0
1982-06-21 00:00:00,"EUDORA, AR",United States,Airplane,Rockwell,INTL S-2R,Non-Fatal,Substantial,1.0,Reciprocating,0.0,0.0,0.0
1982-06-21 00:00:00,"NEAR RAPELJE, MT",United States,Airplane,Weatherly,201C,Non-Fatal,Substantial,1.0,Reciprocating,0.0,0.0,0.0
1982-06-22 00:00:00,"LINCOLN, RI",United States,Airplane,Davis,DA-2A,Fatal(1),Destroyed,1.0,Reciprocating,1.0,0.0,0.0
1982-06-22 00:00:00,"FRENCH SETTLEME, LA",United States,Airplane,Piper,PA-38-112,Non-Fatal,Destroyed,1.0,Reciprocating,0.0,2.0,0.0
1982-06-22 00:00:00,"CAMERON, MT",United States,Airplane,Piper,PA-28-R-180,Non-Fatal,Destroyed,1.0,Reciprocating,0.0,3.0,1.0
1982-06-22 00:00:00,"COY, AR",United States,Airplane,Grumman,G-164A,Non-Fatal,Substantial,1.0,Reciprocating,0.0,0.0,0.0
1982-06-22 00:00:00,"DENTON, TX",United States,Airplane,Piper,PA-38-112,Non-Fatal,Substantial,1.0,Reciprocating,0.0,0.0,0.0
